id,acquiring_company_id,acquired_company_id,term_code,price_amount,acquired_at
2388,26521,3168,cash_and_stock,0,2009-09-30
2389,590,15562,,0,2009-09-30
2390,28385,32939,cash,9500000,2009-09-30
2391,32944,32948,,33000000,2009-07-29
2392,3562,4655,,0,2008-04-22
2393,32944,32957,cash_and_stock,73400000,2009-09-30
2394,10106,32968,,0,2009-09-21
2395,32975,32976,,0,2008-01-08
2396,31173,32979,,0,2008-02-01
2397,32983,32981,,23650000,2008-02-12
2398,32984,32985,,0,2009-09-28
2399,32987,32986,,24370000,2008-02-25
2400,32989,32988,,552000,2008-02-28
2401,1654,5840,,0,2009-07-01
2402,28,32156,,3400000000,2009-10-01
2403,33037,33038,,0,2009-09-30
2404,33070,33069,,10120000,2008-03-26
2405,33087,33086,,3340000,2008-07-11
2406,33095,33094,,0,2008-05-27
2408,3670,7391,cash,0,2009-07-01
2409,183,5412,,0,2009-08-01
2410,355,1082,,0,2007-03-20
2411,475,2964,stock,10000000,2009-10-05
2412,317,33368,,0,2007-05-23
2413,20,30954,cash,215000000,2011-04-12
2414,20,33374,,0,2007-10-04
2415,1705,33376,,0,2007-02-28
2416,1705,33378,,0,2007-05-23
2417,6651,18077,cash,295000000,2009-10-10
2419,15259,33404,,0,2009-10-06
2420,31108,28103,,0,2009-10-07
2421,1367,31533,,0,2009-10-07
2422,33418,33419,,0,2009-10-05
2423,33424,33423,,584000,2008-05-09
2424,15794,33425,,43050000,2008-05-12
2425,350,33437,,0,2006-12-20
2426,350,33438,,0,2007-03-01
2427,350,33444,,0,2007-03-01
2428,350,33445,,0,2007-05-17
2429,350,33446,,0,2007-05-24
2430,33442,33447,,0,2009-10-06
2431,29926,33448,,0,2006-10-11
2432,33449,21226,,7900000,2009-10-06
2433,29926,33453,,0,2007-03-09
2434,29926,33456,,0,2007-07-09
2435,29926,33457,,0,2007-11-12
2436,22309,33461,,0,2006-12-28
2437,33463,33460,,47350000,2008-05-13
2438,22309,33464,cash,23000000,2007-07-18
2439,33468,33466,,0,2008-05-27
2440,1504,10713,,0,2007-05-08
2441,33476,33474,,0,2008-06-09
2442,33484,33483,,0,2008-07-03
2443,33497,33499,,0,2009-10-06
2444,33512,18333,,0,2009-09-01
2445,1498,3378,,0,2009-10-08
2446,33554,33557,,0,2009-10-08
2447,609,2972,,0,2009-10-08
2448,674,33564,cash_and_stock,28000000,2007-08-09
2449,1336,33570,,0,2007-01-18
2450,4500,33571,,0,2007-11-08
2451,33572,33573,,0,2009-10-08
2454,17456,33583,,0,2007-11-05
2455,33579,33582,,2000000,2009-10-08
2456,33597,33598,cash,30000000,2009-10-05
2457,33604,33602,cash,81000000,2009-10-02
2458,33606,33605,,0,2009-10-05
2459,33609,33611,,0,2009-10-09
2460,840,33634,cash,13300000,2006-12-04
2461,33635,33636,cash,100000000,2007-03-15
2462,1504,33637,,0,2007-08-15
2463,5097,33639,cash,3000000,2007-03-09
2464,1727,33640,cash,160000000,2006-11-08
2465,33645,33646,,0,2009-10-09
2466,33650,33651,,0,2009-10-09
2467,33658,33659,,0,2009-10-09
2468,33669,33671,,0,2009-09-30
2469,33676,33684,stock,230000000,2009-10-01
2470,33689,33687,,0,2009-10-01
2471,33731,15996,cash_and_stock,568000000,2009-10-01
2472,33766,33765,,0,2009-10-07
2473,25744,33773,,0,2007-01-04
2474,26940,33795,cash,126000000,2007-01-15
2475,31859,33796,stock,0,2007-02-12
2476,33843,33842,cash,0,2009-09-28
2477,3623,33871,,0,2009-10-12
2478,33874,33875,,0,2009-10-12
2479,32183,27880,,0,2009-10-12
2480,317,33881,,0,2008-01-18
2481,317,13089,,0,2008-10-22
2483,20,33884,,0,2008-09-25
2484,59,10963,,0,2008-09-12
2485,13779,33886,stock,497000000,2008-12-09
2486,185,33889,,0,2008-05-01
2487,12368,33890,,0,2008-10-29
2488,29926,33891,,0,2008-05-12
2489,29926,33892,,0,2008-08-12
2490,29926,33893,,0,2008-10-06
2491,12368,33901,,0,2008-10-29
2492,185,33903,,123000000,2008-10-23
2493,28250,33904,,19000000,2008-01-22
2494,28,33915,cash_and_stock,2900000000,2009-12-18
2495,351,3829,,0,2009-04-19
2496,23241,23241,cash_and_stock,160000000,2009-10-14
2497,10106,34000,,18000000,2009-10-14
2498,8091,34009,,0,2009-10-13
2499,34011,34010,,0,2009-10-13
2500,22283,34051,,0,2006-01-01
2501,22283,34052,,0,2006-01-01
2502,4,22827,,0,2009-10-15
2503,32542,34063,cash_and_stock,33000000,2009-10-01
2504,519,34075,,0,
2505,34083,25722,,0,2009-08-19
2506,34138,34139,,0,2009-01-01
2507,9435,9572,cash_and_stock,0,2009-10-19
2508,11488,11489,,0,2008-03-19
2509,11488,11488,,0,2009-01-01
2510,3827,34188,cash,831000000,2009-10-19
2511,34197,8897,,0,2009-10-01
2512,316,34221,,0,2009-01-01
2513,2456,34224,cash,170000000,2009-01-01
2514,12137,34265,,0,2008-10-30
2515,1309,29654,,0,2009-10-01
2516,29720,34282,,0,2009-10-01
2517,34289,34288,,0,2009-10-01
2518,34362,34363,cash,31800000,2009-10-01
2519,34395,6618,cash,0,2009-06-01
2520,3246,34403,,0,2008-04-21
2521,34407,14036,cash,165000000,2009-10-22
2522,25780,34644,,0,2009-10-01
2523,34650,23911,cash_and_stock,200000000,2009-10-01
2524,13402,34657,,0,2009-10-22
2525,28,34618,,183000000,2009-10-27
2526,7650,34694,,0,2009-10-27
2527,24629,19372,,0,2009-10-07
2528,1600,34201,,0,2009-10-19
2529,7355,34699,,0,2009-10-19
2530,34730,34731,,0,2008-06-04
2531,34730,34732,,0,2007-12-01
2532,32497,34734,,0,2009-10-01
2533,34741,20538,,0,2009-10-27
2534,34744,34746,,0,2009-10-28
2535,104596,34754,,0,2009-10-27
2536,16403,34785,,0,2009-10-01
2537,1926,34794,,0,2009-10-29
2538,10581,28722,,0,2009-07-01
2539,1705,34909,,12000000,2009-10-01
2540,2823,12087,cash,72500000,2009-11-01
2541,34988,34989,,0,2009-11-02
2542,34994,34993,,0,2009-11-02
2543,29,24078,,100000000,2007-06-20
2544,35042,17459,cash_and_stock,4000000,2009-11-01
2545,23489,1437,,25000000,2007-08-01
2546,35105,35104,cash_and_stock,643000000,2009-11-03
2548,35141,35143,,0,2009-11-01
2549,19536,2187,,0,2009-11-05
2550,35158,4974,,0,2009-10-26
2551,391,35172,stock,107000,2009-11-04
2552,31659,35174,,56500000,2007-04-02
2553,9054,34571,,418000000,2009-10-01
2554,28899,35253,,0,2009-11-01
2555,25625,35254,,0,2009-11-01
2556,35256,35259,,7500000,2009-11-01
2558,34752,35261,,0,2009-11-01
2559,21683,4002,,374000000,2009-10-05
2560,31522,2037,cash,3500000,2008-06-18
2561,35335,35336,,0,2009-11-01
2562,851,3213,cash_and_stock,400000000,2009-11-09
2563,1809,2434,,35000000,2007-05-01
2564,59,726,stock,750000000,2009-11-09
2565,59,73,,30000000,2009-11-09
2566,20211,35403,cash,95000000,2006-10-16
2567,28874,35421,,300000000,2009-11-09
2568,35425,35426,,0,2009-11-09
2569,35427,35428,,0,2009-11-09
2570,1591,26092,,0,2009-11-01
2571,1657,35430,,0,2009-11-09
2572,31103,35504,,0,2009-11-10
2573,35508,27842,,0,2009-11-10
2574,2989,35511,cash,405000000,2009-11-10
2575,355,10731,cash,2700000000,2009-11-11
2576,29414,15871,cash_and_stock,50000000,2009-11-10
2577,8491,35594,,0,2009-11-03
2578,35601,35602,,126800000,2009-11-10
2579,24371,24368,cash_and_stock,35120000,2007-09-10
2580,18362,18363,cash_and_stock,166000000,2009-06-01
2581,29580,9394,,0,2009-11-12
2582,22851,35644,,0,2009-11-03
2583,307,18909,,0,2009-11-12
2584,35662,35661,,0,2009-11-11
2585,35663,35663,cash,11500000,2009-11-12
2586,34749,35665,,0,2009-11-12
2587,5548,12519,cash,458000000,2009-11-13
2588,23125,35724,,0,2009-11-12
2589,23125,35726,,0,2009-11-12
2590,35739,35738,,3000000000,2010-01-28
2591,35817,35819,,0,2008-10-22
2592,35825,35824,,493000000,2009-11-05
2593,35838,35841,,0,2009-11-09
2594,35844,35844,,0,2009-11-10
2595,640,1429,,0,2009-11-16
2596,26802,35904,cash,0,2009-11-16
2597,6760,35908,,0,2009-10-16
2599,494,725,cash,1000000,2009-11-18
2601,1640,1390,,300000000,2009-11-18
2602,1472,6714,,0,2009-11-18
2603,36072,36074,cash_and_stock,41000000,2009-11-18
2604,36087,26687,cash,180000000,2009-11-19
2605,3622,3849,,0,2009-11-18
2606,26835,36143,,0,2009-11-19
2607,26144,36224,,0,2009-11-20
2608,28417,36226,,0,2009-11-20
2610,35663,35664,cash_and_stock,11500000,2009-11-12
2611,36250,36009,,0,2009-11-09
2612,36251,36252,,0,2009-11-13
2613,5023,36253,,1000000,2009-11-19
2614,966,762,,76000000,2007-10-01
2615,59,17833,cash,0,2009-11-23
2616,9226,1379,,0,2008-11-01
2617,3600,36291,,0,2009-11-20
2618,35000,35001,cash_and_stock,50000000,2000-01-17
2619,36312,36315,stock,0,2009-11-23
2620,24566,36319,,0,2009-11-23
2621,36321,36320,,13000000,2009-11-23
2622,3396,23,,0,2009-11-24
2623,3407,16048,,0,2009-10-26
2624,1916,16723,,0,2009-11-23
2625,35105,36429,,1100000000,2009-11-24
2626,15794,36589,,275000000,2009-11-20
2627,10614,13506,,0,2009-11-23
2629,2508,36605,cash,32000000,2001-07-01
2630,3246,12171,,225000000,2009-11-30
2631,28712,4698,cash_and_stock,350000000,2009-10-27
2632,28712,36630,,0,2009-09-01
2633,15452,36632,,0,2009-10-23
2634,5687,5688,,0,2009-01-30
2639,26977,36656,cash_and_stock,200000000,2009-11-27
2640,17487,16984,cash_and_stock,0,2009-11-01
2641,36665,36666,cash_and_stock,23500000,2009-11-24
2643,36704,36703,cash,525000000,2009-12-01
2644,26802,20253,,170000000,2009-12-01
2645,5274,36718,cash,0,2009-12-01
2646,36728,36729,,0,2009-12-01
2648,4982,12009,,0,2009-12-01
2649,36785,36787,,0,2009-12-02
2650,36791,36792,,0,2009-12-02
2651,6277,36798,cash,64000000,2009-12-01
2652,26616,36800,,0,2009-11-30
2653,36801,36802,,0,2009-12-01
2654,59,1599,,0,2009-12-04
2655,36946,10795,,0,2009-11-01
2656,36947,36948,cash_and_stock,20000000,2009-12-04
2657,1654,18,cash_and_stock,80000000,2009-12-05
2658,17124,17431,cash,178000000,2009-11-30
2659,37093,33685,cash_and_stock,640000000,2009-12-07
2660,37095,37096,cash,30000000,2009-12-07
2661,21312,37098,,0,2009-12-07
2662,37109,37110,stock,27600000,2004-12-04
2663,535,37170,,0,2009-12-08
2664,36983,37174,,35500000,2009-12-08
2665,37185,7087,,0,2009-12-08
2666,37186,37188,,0,2009-12-08
2667,25013,37270,stock,3000000,2009-12-09
2669,5580,37329,,4600000000,2009-12-10
2670,3052,37330,,18000000,2009-11-30
2671,22309,37328,,0,2009-12-10
2672,8091,25677,,0,2009-12-10
2673,1242,37381,,0,2009-12-10
2674,37384,37385,,0,2009-12-10
2676,1972,919,,0,2009-12-11
2677,37444,37443,cash,1900000,2009-12-11
2678,1242,37445,,0,2009-12-11
2679,37448,37447,,0,2009-12-10
2680,584,6899,,0,2001-03-01
2681,37578,538,,26400000,2009-12-10
2682,37580,37587,,307000000,2009-12-08
2683,37588,37590,,0,2009-11-07
2684,37612,6240,,0,2009-11-19
2686,37662,37663,cash,92500000,2009-12-14
2687,37684,37685,cash_and_stock,20000000,2009-12-15
2688,14900,37686,,26000000,2009-12-14
2689,37691,37693,,0,2009-12-14
2690,27137,37699,,0,2009-12-14
2691,32510,37706,cash_and_stock,10000000,2009-12-14
2692,37730,14,,0,2009-12-15
2693,17829,37762,,0,2009-12-16
2694,18957,37775,cash_and_stock,80000000,2009-12-15
2695,37798,37797,cash,11000000,2009-12-14
2696,37861,13968,,0,
2698,3246,19629,,0,2009-12-16
2699,12137,37946,,785000000,2009-12-17
2700,31915,37956,cash,58000000,2009-12-14
2701,5548,21317,,0,2009-11-09
2702,5182,37961,cash,25000000,2009-12-17
2703,37962,30367,,3560000,2009-12-18
2704,4825,37972,,0,2008-07-23
2705,21810,37987,,0,2009-12-15
2706,37989,37991,,0,2009-12-11
2707,1661,18192,,0,2009-12-18
2708,38038,38039,stock,33000000,2009-12-18
2709,13882,38040,,0,2009-12-18
2710,30042,38043,,0,2009-12-17
2711,38051,38050,stock,95000000,2009-12-18
2713,7299,7299,,0,2009-12-16
2714,59,13046,,25000000,2009-12-05
2715,38135,38136,,0,2009-12-21
2716,1335,38164,,0,2009-12-18
2718,2546,38253,stock,79000000,2009-12-21
2719,13112,38254,cash,93300000,2009-12-21
2720,38353,828,,0,2009-12-23
2721,38356,24842,,0,2009-12-22
2722,36466,38359,,0,2009-12-22
2723,38375,38377,,0,2009-12-21
2724,38381,38382,,0,2009-12-19
2725,38385,60,,207000000,2009-12-20
2726,38387,38392,,0,2009-12-21
2727,19533,867,,0,2009-12-21
2728,12,27349,,5200000,2009-12-23
2729,38465,38466,,0,2009-12-22
2730,13107,38468,cash_and_stock,18000000,2009-12-22
2731,38469,38470,,0,2009-12-22
2732,2756,38637,,0,2009-12-23
2733,13450,38638,cash,505000000,2009-12-23
2734,22863,38639,,52000000,2009-12-23
2735,38640,38641,,171900000,2009-12-23
2736,6234,25080,,0,2009-12-15
2737,38689,1365,cash_and_stock,500000000,2009-12-23
2738,13389,38774,cash_and_stock,36000000,2009-12-29
2739,5473,32,cash_and_stock,102000000,2009-12-30
2740,38822,38823,,0,2009-12-12
2741,28818,14106,,0,2009-12-29
2742,38903,38904,cash_and_stock,46800000,2009-12-29
2743,200,3207,,0,2010-01-01
2745,39040,1672,,0,2010-01-04
2746,39054,39055,,550000,2009-12-30
2747,39057,39059,cash_and_stock,17100000,2009-12-31
2748,39064,39065,cash_and_stock,27000000,2009-12-31
2750,39072,39073,,0,2010-01-02
2751,22309,39076,,0,2010-01-03
2752,39077,39078,,0,2010-01-04
2753,7815,39085,,0,2010-01-04
2754,39087,39088,,0,2010-01-04
2755,39140,39053,,1100000000,2009-12-30
2756,10106,39173,,0,2010-01-04
2757,28417,39176,,0,2010-01-04
2758,39178,39179,,0,2010-01-04
2759,966,23178,,0,2010-01-04
2760,39183,39184,,0,2010-01-04
2761,2680,39185,,0,2010-01-04
2762,39186,39187,,0,2010-01-04
2763,1654,637,,275000000,2010-01-05
2764,39190,39191,cash,15000000,2010-01-05
2765,27939,39197,,100000000,2010-01-05
2766,6277,39199,cash,56000000,2010-01-05
2767,37903,39244,,0,2009-12-16
2768,39278,39279,,0,2010-01-05
2769,26544,39280,,0,2010-01-05
2770,39285,39283,cash_and_stock,12000000,2010-01-06
2771,3316,21395,,0,2010-01-07
2772,757,463,,0,2010-01-07
2773,39345,35534,,0,2010-01-07
2774,39350,39352,,0,2010-01-06
2775,39355,39356,,0,2010-01-07
2776,39358,39359,,0,2010-01-07
2777,39361,37235,cash,12000000,2010-01-07
2778,39365,39366,cash,160000000,2010-01-07
2911,25574,40495,,0,2009-11-10
2782,39536,5275,stock,0,2010-02-01
2783,34079,1069,,80000000,2010-01-11
2784,39566,39567,,0,2010-01-08
2785,38811,39570,,0,2010-01-09
2786,39574,32447,,253000000,2010-01-04
2788,39578,39577,,0,2009-12-31
2789,38762,39582,,39000000,2009-12-28
2790,39583,39585,,0,2009-12-30
2791,39588,39589,,0,2009-12-23
2792,15786,27358,,620000000,2009-12-23
2793,4138,27116,,49000000,2010-01-11
2794,26135,26780,,0,2010-01-12
2795,6841,39630,,0,2010-01-12
2796,39633,4065,,0,2010-01-12
2797,26050,39646,,0,2010-01-11
2798,39653,17855,,0,2010-01-11
2799,21287,18164,,0,2010-01-11
2800,3214,39656,,0,2010-01-11
2801,39658,39660,,0,2010-01-11
2802,1878,9513,cash,17000000,2010-01-12
2803,32315,39663,,17600000,2009-12-21
2804,30504,39665,,0,2010-01-05
2806,39670,39673,,130000000,2010-01-12
2807,39669,39680,,420000000,2009-12-22
2808,39681,39364,,255000000,2010-01-07
2809,26071,39691,,242000000,2009-12-21
2810,1870,39739,,20000000,2010-01-13
2811,28362,28363,,0,2009-07-22
2812,39774,39777,,0,2010-01-12
2813,2557,18336,,0,2010-01-12
2814,39778,39779,,0,2010-01-12
2815,4850,39781,cash,17800000,2010-01-13
2816,20065,39785,,0,2010-01-12
2817,227,39791,,343200000,2009-10-12
2818,30504,17070,,0,2010-01-14
2819,4708,775,,0,2010-01-14
2820,39866,39867,,0,2010-01-13
2821,39868,39869,,0,2010-01-13
2822,2432,39870,,0,2010-01-13
2823,494,28557,,0,2010-01-13
2824,39881,39882,,0,2010-01-13
2826,26970,39954,,0,2010-01-14
2827,25681,17508,,0,2010-01-14
2828,26123,39955,,0,2010-01-14
2829,27137,39960,,600000,2010-01-15
2830,39962,39963,,0,2010-01-15
2831,39969,39968,,0,2009-12-21
2832,39973,39972,,0,2009-12-18
2834,39975,25577,,0,2009-12-16
2835,28897,39977,,0,2009-12-17
2836,39981,39980,,0,2009-12-16
2837,30525,39987,,108000000,2009-12-14
2838,28285,39988,,51500000,2009-12-31
2839,39990,39989,,0,2009-12-08
2840,40037,40038,,300000,2009-12-08
2841,40044,40043,,8500000,2009-12-08
2842,40046,40047,,3500000,2009-12-07
2843,40050,40049,,0,2009-12-11
2844,40053,40052,,2000000,2009-12-07
2845,40059,14300,,62400000,2009-12-07
2846,12374,40060,,31800000,2010-01-13
2847,26107,40062,,0,2009-12-08
2848,4175,94,,0,2013-02-13
2849,40064,40066,,4100000,2009-12-08
2850,40069,40068,,0,2009-12-19
2851,40111,40112,,5500000,2009-11-24
2852,5775,40113,,128000000,2010-01-15
2853,13108,40116,,110000000,2009-11-26
2854,25770,18689,,22000000,2009-11-23
2855,30498,40118,,0,2009-11-23
2856,40121,40120,,0,2009-12-14
2857,40124,40123,,0,2009-11-06
2858,40125,40127,,0,2009-11-19
2860,36751,1165,,0,2010-01-19
2861,25780,40134,,0,2009-11-18
2862,40135,32023,,14000000,2009-11-18
2863,30042,3691,,0,2009-10-08
2864,40202,40203,,66000000,2009-11-17
2865,1591,40207,,0,2009-12-21
2866,32373,40210,,29000000,2009-11-16
2867,40212,19259,,0,2009-12-18
2868,2464,35012,,0,2010-01-18
2869,28787,40213,cash_and_stock,2000000000,2010-01-18
2872,40217,40216,,0,2009-11-30
2873,31663,31866,,145000000,2010-01-19
2874,40223,40222,,0,2009-12-08
2875,40229,40227,,0,2009-12-17
2876,40235,40232,,0,2009-12-09
2877,40238,40237,,27000000,2009-12-01
2878,40242,40241,,0,2009-11-13
2879,40242,40243,,0,2009-11-13
2880,40245,40244,,0,2009-11-12
2881,1915,40247,,0,2009-11-16
2882,40251,40249,,1500000,2009-11-12
2883,2584,40271,cash,8000000,2010-01-20
2885,9775,26042,,0,2010-01-20
2886,35902,23011,cash_and_stock,0,2010-01-19
2889,40330,40329,,0,2009-11-11
2890,40331,40332,,0,2009-11-11
2891,40334,40333,,0,2009-11-11
2893,36704,40355,,103000000,2009-11-10
2894,40357,40356,,0,2009-11-10
2895,40359,40358,,327000000,2009-11-09
2896,29610,40360,,0,2009-11-09
2897,31875,40363,,0,2009-12-14
2898,40365,40364,,22000000,2009-11-09
2899,10085,12350,cash,307000000,1999-04-01
2900,6757,9526,,0,2009-10-13
2901,40391,40273,cash_and_stock,2525000,2010-01-15
2902,39324,40410,,0,2009-11-10
2903,11503,40413,,0,2009-11-08
2904,40416,40414,,0,2010-01-12
2905,40422,40423,,27000000,2010-01-20
2906,40427,40428,,0,2010-01-19
2907,40489,40488,,0,2009-11-12
2908,40491,18200,cash_and_stock,604000000,2010-01-28
2909,30525,40492,,17000000,2009-11-04
2910,40494,40493,,0,2009-12-18
2912,40497,40496,,175300000,2009-11-03
2913,40499,40498,,0,2009-12-31
2914,40501,40500,,0,2009-11-05
2915,40504,40503,,0,2009-12-16
2916,40506,40505,,38000000,2009-10-30
2917,342,7902,stock,7400000000,2006-01-24
2918,40591,40590,,0,2009-11-17
2919,40593,40592,,44700000,2009-11-23
2920,40598,40597,,0,2009-10-30
2921,40600,40599,,1450000,2009-10-29
2922,40608,40606,,48900000,2009-10-27
2923,351,10158,cash_and_stock,36500000,2010-01-25
2924,40609,26964,,10000000,2009-10-25
2925,8931,4245,,689000000,2009-10-21
2926,2823,40615,,124000000,2009-10-21
2927,40682,40681,,58500000,2009-10-26
2928,40686,40685,,395000000,2009-10-20
2929,19308,40688,,0,2010-01-25
2930,26452,40689,,7300000,2009-10-19
2931,9420,40690,cash,4000000000,2010-01-25
2932,14160,40691,,0,2009-10-20
2933,40692,40694,,0,2010-01-25
2935,40704,40703,,250000,2009-10-27
2936,32517,25249,,30000000,2009-10-15
2937,40709,40708,,14700000,2009-10-14
2938,27566,40710,,0,2009-10-14
2939,15456,40588,,0,2010-01-25
2940,40771,40770,,0,2009-11-04
2941,40774,40773,,0,2009-10-14
2942,40776,40775,,0,2009-10-14
2943,40779,40778,,225000,2009-10-22
2944,40784,40783,,0,2009-10-13
2945,40789,40788,,0,2009-10-19
2946,40793,40792,,0,2009-10-12
2947,40795,40794,,0,2009-10-15
2948,25901,40798,,0,2009-10-13
2949,40772,40799,,0,2010-01-26
2950,40064,40820,,0,2009-10-09
2951,40822,40821,,324000000,2009-10-09
2952,33472,40826,,85000000,2009-10-06
2953,40892,40893,,26000000,2009-10-07
2954,25445,21663,cash,0,2009-12-11
2955,40896,4455,,0,2009-10-09
2956,17511,40899,,0,2010-01-27
2957,15299,19007,cash_and_stock,42000000,2010-01-27
2958,40900,40901,,0,2010-01-27
2959,40904,40903,,0,2009-10-05
2960,40908,40907,,0,2009-10-01
2961,760,1548,,0,2007-06-12
2962,13816,23404,cash_and_stock,0,2010-01-28
2963,1359,40952,,225000000,2007-09-01
2964,40976,40977,,0,2010-01-28
2965,40978,40980,,0,2010-01-28
2966,304,40990,,0,2010-01-28
2967,14963,16404,cash,130000000,2010-01-29
2968,41016,41015,,0,2010-01-29
2969,24775,41021,,0,2010-01-28
2971,818,3828,,0,2010-02-01
2972,153,30520,,0,2010-01-30
2973,24117,41180,,0,2010-02-01
2974,41217,41216,,0,2001-02-01
2975,41218,41219,,0,2010-02-01
2976,41220,41221,,0,2010-01-01
2977,4850,41222,,0,2010-02-01
2978,568,41223,,0,2010-02-01
2979,30989,10893,,0,2010-02-02
2980,687,41274,,0,2010-02-02
2981,41276,41277,,0,2010-02-02
2982,3246,16403,,0,2010-02-03
2983,21287,36008,stock,0,2010-02-03
2984,317,41329,,0,2010-02-03
2985,1735,11716,cash,225000000,2010-02-03
2986,41391,41390,,0,2001-03-19
2987,41450,41451,,0,2010-02-05
2988,41452,41453,,0,2010-01-05
2989,41469,472,,0,2009-05-11
2990,2680,16783,,0,2010-01-01
2991,35263,41555,,0,2010-01-06
2992,41651,8132,,70000000,2010-01-09
2993,28285,41653,,0,2010-02-09
2994,25818,41656,,0,2010-02-09
2995,41657,41658,,0,2010-02-09
2996,2602,13986,,12000000,2010-02-09
2997,1812,4695,,0,2010-02-11
2998,829,20679,cash,2000000,2010-02-11
2999,59,4622,,50000000,2010-02-11
3000,5936,41781,,0,2010-02-11
3001,8969,32681,,0,2010-02-10
3002,3246,21859,,3500000000,1995-01-01
3003,1926,41883,cash,0,2010-02-10
3004,31839,41887,,277000000,2010-02-11
3005,24892,41888,,0,2010-02-11
3006,41914,41913,,0,2010-02-09
3007,16612,36935,,1270000000,2010-02-09
3008,283,42005,,0,2006-01-01
3009,42004,42006,,0,2010-02-09
3010,42009,42010,,0,2010-02-11
3011,24926,42012,,0,2010-02-12
3012,42086,42087,,0,2010-02-16
3013,5744,42089,,0,2010-02-12
3014,2043,42093,,0,2010-02-15
3015,59,22881,,0,2010-02-17
3016,5905,18804,,0,2010-02-17
3017,3246,17542,,0,2010-02-16
3018,42214,42215,,0,2010-02-16
3019,29052,42222,,0,2010-02-17
3020,42226,42230,,0,2010-02-18
3021,28244,42291,,0,2010-02-19
3022,15809,42292,,0,2010-02-19
3023,5,42288,,0,2010-02-19
3024,9068,6248,cash,0,2010-02-22
3025,29025,335,cash,100000000,2010-02-22
3026,4010,42417,,0,2010-02-22
3027,21154,10512,,112000000,2010-02-22
3028,14008,15436,,34000000,2010-02-22
3029,8091,42427,,0,2010-02-22
3030,4053,28106,cash_and_stock,70000000,2008-09-01
3031,42428,2210,,0,2010-02-22
3032,30855,42430,,0,2010-02-22
3033,42431,42432,,0,2010-02-22
3034,42233,42435,,0,2010-02-18
3035,42416,36325,cash_and_stock,0,2010-02-23
3036,4861,42495,,0,2010-02-23
3037,42502,42503,,250000000,2010-02-23
3038,23283,28842,,0,2010-02-23
3040,9139,73141,,0,2010-02-24
3041,2004,2177,,0,2010-02-23
3042,26050,3748,,0,2010-02-24
3044,41425,42612,cash,50000,2010-02-19
3045,1611,18370,,0,2010-02-25
3046,243,42733,,0,2010-02-24
3047,548,9581,cash_and_stock,8491000,2010-04-27
3048,42780,42781,,0,2010-02-25
3050,59,1093,,0,2010-03-01
3051,26285,42944,,0,2010-03-01
3053,12178,21343,,0,2010-03-02
3054,43029,43027,cash,330000000,2010-03-02
3055,7073,43032,,0,2010-03-02
3056,304,43035,,0,2010-03-02
3058,23125,14088,,0,2010-03-03
3059,11536,15060,,0,2010-03-04
3060,2312,4670,,0,2010-03-04
3061,30553,17863,stock,1200000000,2010-03-05
3062,30503,34222,cash,1500000,2009-10-15
3063,20211,26091,,0,2004-01-01
3064,17124,35887,cash,123000000,2010-03-08
3065,5473,43361,,0,2010-03-01
3066,10604,5289,,0,2010-03-03
3067,41805,43368,,0,2010-03-08
3068,43411,43412,,0,2010-03-08
3069,43448,41957,,0,2010-03-09
3070,568,43503,,0,2010-03-08
3071,10475,43526,,450000000,2010-03-09
3072,43562,22916,,0,2010-03-10
3073,2829,43566,,0,2010-01-20
3074,26050,20847,,350000000,2010-03-10
3075,43610,43611,,0,2010-03-09
3077,2646,1090,,0,2010-03-10
3078,43650,23123,,0,2010-03-01
3079,43650,5941,,0,2010-03-01
3080,7800,43683,,0,2010-03-04
3081,13166,43686,,0,2010-03-02
3082,43687,43688,cash_and_stock,1550000000,2010-03-02
3083,43694,43695,,0,2010-03-01
3084,25627,5172,,0,2010-03-10
3085,14111,14863,,0,2012-11-23
3086,475,41469,cash_and_stock,18000000,2010-03-15
3087,43862,7429,,0,2010-03-05
3088,16614,1559,,0,2010-03-14
3089,14111,12305,,0,2010-03-16
3090,4175,43982,,0,2010-03-16
3091,25574,43983,cash_and_stock,1000000,2010-03-16
3092,29,4987,,0,2010-03-17
3093,22537,37566,,0,2010-03-17
3094,26948,1833,,0,2010-02-01
3095,44154,44150,cash,0,2008-01-23
3096,44170,44171,,0,2010-03-18
3097,9521,44172,cash_and_stock,50000000,2010-03-18
3098,42825,14726,,0,2010-03-19
3099,22309,44372,,0,2010-03-22
3101,23778,44474,,0,2010-03-23
3102,29805,44478,,0,2010-03-23
3103,7650,44479,,104000000,2010-03-23
3104,15631,10215,,0,2010-03-24
3105,20016,44556,cash_and_stock,1070000000,2010-03-24
3106,44567,44570,,0,2010-03-24
3107,5229,15007,,0,2010-03-26
3108,40482,44711,,21000000,2010-03-26
3109,823,41538,,0,2010-03-26
3110,24886,44713,,0,2010-03-26
3111,32518,44715,,0,2010-03-26
3112,40560,1030,,0,2010-03-01
3113,44814,44818,stock,594000000,2010-03-29
3114,24869,44846,,0,2010-03-29
3115,44515,44599,,0,2001-01-01
3117,10309,44930,,0,2008-01-11
3118,36888,44934,,0,2010-03-29
3119,23125,14287,cash_and_stock,0,2010-03-31
3120,42214,10437,,0,2010-03-31
3121,2782,8856,,20000000,2002-05-20
3122,44998,44999,,0,2010-03-31
3123,39309,16284,,0,2010-03-31
