id,acquiring_company_id,acquired_company_id,term_code,price_amount,acquired_at
1,11,10,,20000000,2007-05-30
7,59,72,cash,60000000,2007-07-01
8,24,132,cash,280000000,2007-05-01
9,59,155,cash,100000000,2007-06-01
10,212,215,cash,25000000,2007-07-01
11,227,228,,7140000,2003-08-05
12,5,230,cash,0,2007-07-01
14,318,314,cash,0,2006-10-01
15,20,333,stock,1500000000,2002-07-08
16,342,341,cash,350000000,2007-08-01
17,24,347,cash,5000000,2007-05-01
18,349,348,cash,13000000,2007-03-01
19,355,354,cash,300000000,2005-04-01
20,377,100,cash,0,2005-05-29
22,351,366,cash_and_stock,40000000,2006-08-14
23,307,306,cash,0,2007-08-07
24,212,394,cash,4100000,2007-08-01
26,499,495,cash,25000,2007-07-01
27,29,528,cash_and_stock,1000000000,2005-08-11
28,29,530,cash,160000000,2004-09-01
29,541,52,cash,327000000,2007-02-01
30,541,542,cash,0,2006-01-01
31,568,201,cash,15000000,2007-04-01
32,570,569,cash,560000000,2005-06-01
33,20,571,cash,620000000,2005-06-02
34,317,572,cash,0,2007-05-01
35,573,574,cash,1008000000,2005-07-01
36,583,581,cash,1250000000,2004-11-01
37,584,585,cash,128000000,2004-11-12
38,590,588,cash,0,2004-11-01
39,25,592,cash,64000000,2004-12-01
40,595,594,cash,200000000,2004-10-01
42,351,599,cash,435000000,2004-08-01
45,606,605,cash,171600000,2004-06-01
46,622,621,cash,0,2001-06-01
47,629,628,cash,0,2007-05-01
48,25,652,cash,0,2006-08-01
50,25,655,cash,102000000,2006-04-01
51,657,653,cash,8700000,2006-03-01
52,94,658,cash,600000000,2006-03-01
53,660,663,cash,64300000,2005-12-01
54,13171,651,,90000000,2007-08-01
55,665,666,cash,255700000,2005-12-01
56,11,667,cash,700000000,2005-09-01
59,20,671,cash,48300000,2006-04-01
60,674,675,cash_and_stock,13000000,2006-05-30
61,59,678,cash,102000000,2006-01-01
63,20,681,cash,0,2007-04-01
64,694,693,cash,0,2007-05-17
65,146,698,cash,0,2007-08-01
66,59,708,cash,0,2007-05-29
67,156,718,cash,0,2007-08-01
69,754,752,cash,43000000,2005-08-01
70,629,807,cash,42000000,2007-06-01
71,351,648,cash,275000000,2007-07-24
72,823,822,cash,96800000,2007-07-01
73,826,825,cash,0,2007-07-01
74,838,837,cash,425000000,2005-09-01
75,840,841,cash,132000000,2005-08-01
76,840,758,cash,140500000,2005-06-01
77,845,844,cash,56000000,2006-09-01
79,851,850,cash,673600000,2005-12-01
81,848,854,cash,270000000,2005-01-01
84,988,551,cash,380000000,2007-09-24
85,29,997,cash,350000000,2007-09-01
87,1035,175,cash,0,2007-10-01
88,59,114,cash,12000000,2007-10-09
89,45,192,cash,18000000,2007-08-01
90,24,1059,cash,20000000,2007-10-01
91,1246,596,cash,45000000,2007-10-01
92,1247,596,cash,82000000,
93,596,596,cash,2500000,2002-01-01
95,29,145,cash_and_stock,0,2005-03-01
96,29,1238,cash,1000000,2005-10-05
97,351,1214,cash,363000000,2007-11-07
98,29,487,cash,300000000,2007-09-04
99,489,1288,cash,30000000,2007-08-01
100,1335,1334,cash,25000000,2007-11-01
101,1336,1337,stock,394000000,2007-10-01
103,1340,1341,cash,52000000,2007-10-01
104,1354,1353,cash,250000000,2007-10-01
106,845,3686,cash,20000000,2007-09-01
109,1081,1398,cash,0,2007-10-01
112,629,1413,cash,50000000,2006-02-01
113,590,1422,cash,0,2007-11-01
115,396,1582,cash,0,2007-12-01
116,350,1611,cash,50000000,1999-06-01
117,350,1606,cash,0,2006-08-15
118,1385,1384,cash,10000000,2005-02-01
119,1645,126,cash,180000000,2007-12-01
121,1242,1722,cash,50000000,2007-10-03
122,1727,1726,cash,120000000,2008-01-01
123,1438,1744,cash,15000000,2008-01-01
124,1504,1771,cash,100000000,2008-01-01
125,479,731,cash,1000000000,2008-01-01
126,185,1806,cash,265000000,2008-01-01
127,350,1385,cash,1850000000,2005-07-01
129,1878,1877,cash,10000000,2008-01-01
130,1896,907,cash,0,2008-01-01
132,59,49,,0,2006-10-31
134,1444,1409,,20000000,2007-11-01
135,317,1927,stock,250000000,1999-05-01
136,608,1925,cash_and_stock,11000000,2007-12-06
137,1735,602,cash,93700000,2004-05-01
138,1735,604,cash,86000000,2004-04-01
139,1735,1834,cash,61000000,2008-01-04
140,2042,2047,stock,0,2005-11-07
141,2042,2048,cash,0,2007-07-16
142,2042,2049,cash,150000,2007-10-01
143,2050,92,cash,29000000,2008-02-08
144,2050,2071,cash,0,2007-08-01
145,2050,2072,cash,0,2007-08-30
146,1336,2101,stock,65000000,2007-12-13
147,1336,2102,stock,51500000,2007-03-01
148,2050,2108,cash,0,2007-08-01
149,29,2149,,160000000,2008-01-31
151,59,7606,,0,2006-04-09
152,59,2181,,0,2003-04-01
154,489,2252,cash,10000000,2006-01-01
155,489,2253,cash_and_stock,0,2006-01-01
157,851,2270,stock,125000000,1997-07-28
158,489,2274,cash,5000000,2006-01-01
159,2275,2276,,0,2008-02-07
160,2312,2313,,0,2005-02-01
161,2312,2314,,0,2005-02-01
162,2312,2315,,0,2005-02-01
163,2312,2316,,0,2005-02-01
164,2312,2317,,0,2005-02-01
168,2312,171732,,0,2007-05-01
169,2312,2322,,0,2007-09-01
170,2358,402,,5000000,2008-02-14
171,1242,2372,cash,500000000,2008-02-11
173,1242,2428,,0,2008-01-21
175,1385,2501,,4000000,2001-09-01
176,1385,2502,stock,500000000,2000-02-01
177,20,2507,,310000000,2007-01-10
178,2602,2603,,155000000,2008-02-13
179,2618,2619,cash,0,2007-05-01
180,608,2664,,4500000,2007-11-01
181,258,413,cash_and_stock,0,2008-02-20
182,2720,2723,,0,2008-02-28
183,29,2731,cash,850000000,2007-04-01
185,2756,2757,,0,2008-02-28
186,2758,2756,,634000000,2007-04-12
187,2778,400,,0,2008-03-03
188,191,2793,stock,0,2008-03-03
189,2175,2820,,0,2004-03-04
190,2175,483,cash,240000000,2007-04-19
191,2175,680,,485000000,2005-12-14
193,2175,2822,,330000000,2005-05-05
194,760,524,cash,75000000,2008-03-04
195,2857,2856,,0,2007-10-23
196,2881,2880,,15000000,2008-03-01
197,45,1361,,100000000,2007-09-01
198,185,1216,,0,2001-03-09
199,350,185,,0,2003-01-01
201,966,2955,cash,0,2008-02-21
202,1242,2954,cash,0,2008-03-08
203,1873,2960,,0,2008-01-28
204,1516,2961,,0,2006-03-01
207,3063,1285,cash,150000000,2008-03-03
209,59,2195,,3100000000,2008-03-11
211,3104,3102,cash,500000000,2007-12-11
212,1242,3135,,0,2008-03-12
213,351,142,cash,850000000,2008-03-13
214,3165,3164,,7500000,2004-10-01
215,29,3209,cash,10000000,2007-01-09
216,351,1278,cash,0,2007-11-11
217,351,492,,0,2008-02-03
218,1242,2676,cash,25000000,2010-08-13
220,1242,3216,,0,2008-03-14
221,1242,3218,cash,6400000000,2007-05-18
222,351,613,,0,2007-05-01
223,351,3219,,0,2007-05-16
224,351,2046,cash,0,2005-10-16
225,351,3220,,0,2006-05-01
227,3253,3252,,45000000,2008-03-10
228,351,3257,cash,125000000,2008-02-01
229,3307,3306,cash,0,2007-12-01
230,3316,3315,cash,800000000,2008-03-17
231,2537,3535,,170000000,2008-01-01
233,694,3531,,0,2008-03-01
234,694,3579,,0,2007-06-01
235,45,2686,cash,0,2008-03-25
236,3619,827,,5000000,2008-04-01
237,3649,3648,,25000000,2008-03-01
238,3674,3673,cash,0,2007-01-01
239,200,3138,,0,2008-04-01
240,29,3963,,40000000,2008-02-04
242,757,3996,,0,2008-04-01
244,4010,4007,,45000000,2008-04-07
245,4060,4060,,0,2007-10-01
247,4199,4197,,0,2007-06-18
248,4247,4239,stock,0,2006-01-01
249,308,4249,stock,0,2008-04-10
250,3167,533,,200000000,2006-08-01
251,966,4270,,213000000,2008-04-08
252,4272,4279,,0,2008-04-10
254,2358,135,,3000000,2008-04-13
255,351,105,,25000000,2008-04-01
256,1242,128,,115000000,2008-04-17
257,445,4547,,0,2008-04-20
258,29,4632,,0,2006-10-02
259,3754,4636,stock,4750000,2003-01-22
262,304,4633,,260000000,2008-04-22
263,59,4731,cash_and_stock,50000000,2012-06-27
265,3828,217,,0,2007-12-01
267,4797,4794,cash,300000000,2008-04-28
268,4804,522,,6000000,2008-04-29
270,4818,196,,0,2008-01-30
271,3827,4819,,35000000000,2005-08-15
272,2680,4822,stock,5850000000,2006-01-31
273,59,4831,,0,2006-02-14
274,4845,4846,,50000000,2008-04-30
275,46,1543,,0,2008-04-29
277,424,4928,stock,15000000,2007-04-12
279,4982,4203,,0,2008-04-30
280,584,4988,,800000000,2008-04-30
281,4991,4989,,0,2008-05-05
282,5027,5029,,0,2008-05-05
283,5059,5058,cash,0,2003-10-01
285,5097,5094,,128800000,2008-05-06
286,2358,107,,0,2008-05-01
289,59,3767,,0,2007-05-01
290,59,185477,,0,2004-10-27
293,5160,2682,,0,2007-05-09
294,29,5180,,0,2008-05-09
295,355,2467,,13900000000,2008-05-13
296,5346,5345,,268000000,2008-04-21
297,5354,5352,,17000000,2008-04-22
298,1242,5360,,0,1996-06-11
299,5059,5390,cash,0,2008-04-15
300,5396,5395,,0,2008-05-12
301,4175,27,,150000000,2008-05-14
302,24,1444,cash,1800000000,2008-05-15
303,355,4999,cash,1600000000,2007-07-23
304,46,5435,,0,2008-05-15
305,5457,5456,cash,5000,2008-05-13
309,318,5475,cash,25000000,2008-05-16
310,318,5479,,0,2008-04-24
311,1895,5525,cash,70900000,2004-05-01
312,5546,482,,0,2008-03-29
313,5548,629,cash,2400000000,2008-02-25
315,5564,5563,,0,2004-01-01
316,4999,5587,cash_and_stock,53000000,2007-03-07
317,5622,5624,,0,2007-03-31
318,350,5632,,0,2008-05-20
319,250,5638,cash,410000000,2005-03-18
320,1663,5653,,0,2008-05-01
321,3526,5654,,0,2007-04-24
322,1654,5661,cash,278000000,2008-04-23
323,5663,5662,cash,720000000,2008-04-22
324,839,4486,cash,3000000,2007-01-04
325,5708,3107,stock,12000000,2007-06-07
326,191,5718,,0,
327,475,5721,cash_and_stock,10500000,2008-05-22
328,59,5694,cash,23000000,2007-02-01
329,1242,5695,,200000000,2006-05-01
330,5744,2888,,0,2008-05-13
331,5807,5806,,0,2003-08-01
332,5837,5835,,0,2005-01-01
333,5837,5836,,0,2005-01-01
334,59,2194,,0,2007-06-01
336,1926,5983,cash,44000000,2008-05-28
337,1223,5985,,0,2008-05-28
338,5990,5988,,0,2008-05-28
339,823,5963,,0,2006-09-01
340,6020,6021,cash_and_stock,3800000,2005-08-08
341,2825,3176,,0,2007-08-22
342,647,6060,cash_and_stock,5000000,2004-10-10
343,6082,6081,,0,2007-07-01
344,6090,6089,cash,105300000,2008-05-31
345,256,6108,cash,33000000,2008-06-02
346,1400,6146,,0,2008-06-03
347,2345,1499,cash,10000000,2008-06-01
350,6478,6477,cash_and_stock,9650000,2006-09-25
351,2394,6503,,0,2008-05-27
352,6507,6506,,0,2001-02-20
353,3320,6507,,123000000,2008-06-01
358,342,6742,cash,20000000,2008-06-12
359,149,6785,,0,2007-06-17
360,2537,6796,cash,1350000000,2006-12-01
361,1242,6117,,0,2008-06-18
362,6858,6857,cash,0,2007-11-01
365,1267,6873,,0,2007-10-04
366,2903,6874,cash,0,2007-10-09
367,2680,6875,cash,0,2007-10-10
368,6908,6907,cash,0,2007-08-01
370,823,1250,,0,2008-06-23
371,7135,7133,cash,0,2007-08-11
372,7135,7134,,0,
374,7169,7168,cash,0,2008-06-24
375,7165,7168,cash,0,2008-06-24
377,317,7292,,0,2008-06-25
378,317,7293,cash,300000000,2008-01-31
379,1234,7305,cash,0,2008-06-25
381,85,7352,,0,2007-09-25
382,1242,7373,,0,2008-06-26
383,7433,19,stock,39000000,2008-06-27
384,4138,7449,cash,162000000,2008-06-25
386,7570,7566,,0,2008-06-30
387,243,7578,,0,2008-06-30
388,59,7585,cash,0,2001-02-12
389,59,7586,,0,2001-09-20
390,59,7587,cash_and_stock,102000000,2003-04-23
391,59,7588,cash,0,2003-09-30
392,59,7589,cash,0,2003-11-05
393,59,7590,cash,0,2003-10-10
394,59,7591,,0,2004-05-10
395,59,7592,cash,0,2004-07-13
396,59,7593,cash,0,2004-09-10
397,59,7594,cash,0,2004-10-09
398,59,7595,cash,0,2005-03-29
399,59,7192,cash,0,2005-05-11
400,59,7597,cash,0,2005-07-09
402,59,7598,cash,0,2005-11-09
403,59,7599,cash,0,2005-11-17
404,59,7600,,0,2005-12-27
406,59,7601,,0,2005-12-31
407,59,7603,,0,2005-12-31
408,59,7604,cash,0,2006-03-09
409,59,7605,cash,0,2006-03-14
410,59,2180,,0,2003-02-01
411,59,7607,cash,0,2006-06-01
412,59,7608,cash,0,2006-08-15
413,59,7609,cash,28000000,2006-12-16
414,59,7610,cash,0,2007-03-16
415,59,7611,cash,0,2007-04-17
416,59,7612,cash,0,2007-04-20
417,59,7613,cash,20300000,2007-06-05
418,59,21716,cash,0,2007-07-20
419,59,8,cash,625000000,2007-07-09
420,59,7616,cash,0,2007-09-27
423,1242,30,cash,100000000,2008-07-01
424,1942,7688,cash,0,2008-07-01
425,1942,7689,cash,0,2008-07-01
428,3277,7714,,0,2005-01-01
429,3277,7715,,0,2005-01-01
430,3277,7716,,0,2004-01-01
431,3277,7717,,0,2003-01-01
432,250,7733,cash,0,2006-02-06
433,3855,7743,,25000000,2005-01-19
434,7769,7765,cash,0,2008-03-01
435,7682,7681,,0,2008-07-03
437,94,7890,,3500000000,2008-07-07
439,5550,1423,,0,2007-11-05
440,2487,186,,0,2007-06-01
442,301,298,,0,2008-07-10
443,390,1730,,0,2008-07-08
444,8121,3977,cash,1000000,2007-05-01
445,8132,3462,cash_and_stock,12500000,2010-01-14
446,4982,5369,,0,
447,8234,8232,,0,2004-06-01
449,1242,8260,cash,35000000,2008-07-14
450,12,1607,cash_and_stock,15000000,2008-07-15
451,8302,8297,,0,2008-07-15
452,8398,8393,cash,0,2008-07-16
453,6812,8455,stock,0,2007-09-13
454,8488,8487,cash,0,2008-07-17
456,29,8537,cash,0,2008-04-09
458,25732,8538,cash,0,2008-04-04
459,1242,8566,cash,0,2006-04-03
460,8608,8609,cash,80000000,2008-07-18
465,6812,8632,,0,2007-12-01
466,6812,8633,,0,2007-01-01
467,6812,8634,,0,
468,6812,8635,,0,2007-12-01
469,8661,8662,cash,3000000000,2008-07-22
470,29,559,cash,0,2006-11-16
471,8613,8701,cash,0,2008-01-09
472,8726,8725,,0,2008-07-01
473,4092,8652,cash,0,2007-07-27
474,8763,8762,,0,1998-01-01
475,351,1921,,30000000,2005-08-04
476,2394,8802,,0,2008-06-30
477,1242,8772,,0,2008-07-25
479,4196,1613,,105000000,2008-07-29
480,8990,2355,,0,
484,59,3223,cash,15000000,2008-07-30
485,1915,8946,cash,181000000,2006-07-25
486,7312,1835,cash,0,2008-01-07
489,3754,9087,cash,23000000,2008-07-31
490,317,9134,,0,2008-08-01
491,9134,9137,,0,2001-10-01
492,9134,9142,,0,2005-11-01
493,9134,9143,,0,2006-02-01
494,351,459,,0,2008-08-21
495,9134,9156,,0,2008-04-01
498,20,9228,stock,350000000,2000-06-13
499,9241,4857,,0,2008-08-04
500,9262,9261,,0,2007-12-01
501,4175,9322,cash,125000000,2008-08-05
502,9388,9387,,0,2003-01-01
503,4175,7440,cash,0,2006-06-27
504,4175,7182,cash,200000000,2007-04-11
505,8801,9500,cash,0,2003-01-15
506,1242,730,,0,2007-08-29
507,629,9573,cash,202000000,2007-04-26
508,9691,9690,cash,0,2008-08-01
509,9735,9737,stock,4900000,2008-08-18
510,9738,4603,cash,0,2008-08-01
511,297,9760,,0,2008-03-19
512,5038,9794,cash,21000,2008-07-01
513,31,10117,cash,0,2008-08-26
514,28,10197,,215000000,2008-08-27
515,10199,10198,cash,0,2008-03-29
516,10224,10223,cash,0,2007-06-01
518,565,10299,,0,2008-07-08
519,1242,7198,,486000000,2008-08-29
520,10322,798,cash,0,2008-03-25
521,10346,10345,,0,2007-06-10
522,10453,6428,cash,85000000,2007-02-07
523,10455,10454,cash,0,2007-08-01
524,5638,10477,stock,0,1999-12-01
525,5638,10479,cash_and_stock,550000,1999-06-01
526,355,10535,,0,2006-09-28
527,96,1760,,0,2008-09-04
528,96,3852,,0,2008-09-04
529,3407,10548,,0,2008-08-27
530,2602,8022,cash,1400000000,2007-11-05
532,2602,86,,0,2007-08-07
533,445,4546,cash,0,2006-09-07
534,10604,3127,,0,2007-01-01
535,647,10656,cash,1000000,2002-01-17
536,647,10657,,0,2002-02-01
537,647,10658,cash,0,2006-08-01
538,2358,1329,,0,2008-09-05
539,10816,10814,cash,12600,2008-07-01
540,10816,10815,cash,0,2004-10-01
542,59,10963,,0,2008-09-12
543,11004,11002,,0,2008-06-01
544,11004,11003,,0,2008-06-01
546,9250,11094,stock,0,2006-12-01
547,1301,11106,,0,2007-06-22
548,7056,11131,,0,2012-01-01
550,7056,11133,,0,2012-01-01
551,7056,11134,,0,2012-01-01
556,6558,11185,,0,2008-09-16
557,9811,11186,,0,2008-09-16
558,2370,11195,,0,2008-09-16
559,317,11048,,0,1998-01-01
560,9250,11254,cash,0,2007-05-01
561,25,800,,0,2008-09-22
563,1639,11304,,0,2008-09-22
564,11307,11306,,0,2006-01-01
565,11326,9540,cash,0,2003-08-01
566,11342,8396,,0,2006-12-01
567,687,2413,,0,2008-09-01
568,1080,312,,0,2008-09-23
570,28,11211,,0,2008-09-19
571,163,7129,cash_and_stock,8400000,2008-07-01
572,3147,363,cash_and_stock,0,2008-09-23
574,9931,11493,,0,2006-01-01
575,11503,593,cash,0,2007-02-06
576,11503,10455,cash,200000000,2007-02-02
578,10604,11522,,0,2007-06-01
579,149,11569,,0,2008-07-17
581,1916,11572,,0,
582,29,11694,cash,92000000,1997-10-01
583,29,11698,cash,0,1998-03-01
584,29,11699,cash,29600000,1998-12-01
585,29,11700,cash,2870000000,1999-01-28
586,29,11701,stock,432000000,2000-06-28
587,29,11702,,0,2006-10-01
588,29,11703,,0,2005-10-18
589,29,11704,,0,2005-07-25
591,29,11706,,0,2005-06-01
592,29,11707,,0,2005-04-01
593,29,11708,,0,2005-03-01
594,29,11709,cash,93000000,2005-02-01
595,29,11710,,0,2004-10-01
596,29,11711,,0,2004-09-01
597,29,4107,,0,2004-07-01
598,29,11712,,0,2004-01-01
600,29,11713,cash,235000000,2003-03-01
601,29,11714,cash,100000000,2003-02-02
602,29,11715,,0,2002-01-01
604,29,11717,cash,12000000,2001-06-01
605,29,11718,,30000000,2001-02-01
606,29,11719,cash,145000000,2000-11-01
607,29,11720,,0,2000-08-01
608,29,11721,,0,2000-03-01
609,29,11722,stock,5040000000,1999-11-01
610,29,11723,cash,80000000,1999-07-01
611,29,11724,cash,130000000,1999-06-01
612,29,11725,cash,10000000,1999-05-01
613,29,11726,cash,8000000,1999-02-01
614,29,11727,,0,1998-09-01
615,29,11728,,0,1998-07-01
616,29,11729,cash,49000000,1998-06-01
617,29,11730,cash,1400000,1997-09-01
618,3396,7645,,0,2008-08-01
619,823,9265,,0,2008-09-30
620,34,3930,,0,2008-10-01
621,11806,11805,cash,0,2006-03-15
622,848,893,cash,0,2008-10-01
623,25732,11824,,0,2008-04-14
624,25732,11825,,0,2008-05-05
625,650,3081,stock,100000000,2008-09-01
626,11837,11836,cash_and_stock,0,2008-06-01
627,9489,11858,,0,2008-08-20
630,20,1595,cash_and_stock,945000000,2008-10-06
631,20,11932,cash,380000000,2008-10-06
633,20,11943,,0,2005-06-30
634,20,11944,,0,2007-05-19
635,20,11945,,0,2005-05-18
636,20,2155,cash_and_stock,415000000,2004-12-01
637,20,11946,,290000000,2004-11-10
638,20,11947,,50000000,2004-06-23
639,20,11948,cash,150000000,2003-07-16
640,20,11949,,0,2003-01-31
642,7563,12019,,107000000,2008-09-04
643,3320,4375,,695000000,2008-10-09
644,2695,12156,,0,2008-10-10
645,185,12252,,0,2007-03-19
646,31,3348,stock,0,2008-10-01
647,1080,12354,,0,2007-10-17
648,1080,12355,,0,2008-03-04
649,1080,1687,,0,2008-10-15
650,12357,3917,stock,0,2008-10-04
651,3320,6759,,0,2004-09-16
652,12415,12414,,0,2008-10-15
653,12421,12420,cash,6200000,2008-10-14
654,1242,12459,cash,0,2008-03-20
655,1242,12460,,0,2008-02-07
656,1242,2505,,1200000000,2008-01-08
657,1242,12466,,0,2007-12-12
658,1242,12467,,0,2007-10-29
659,1242,12468,,0,2007-07-26
660,1242,12469,,0,2007-05-03
662,1242,12473,,0,2007-02-26
663,1242,12576,,0,2006-10-12
664,1242,12578,,0,2006-07-26
665,1242,12581,,0,2006-07-18
666,1242,12582,,0,2006-07-17
667,1242,11893,,75000000,2006-05-18
668,1242,12585,,0,2006-04-06
669,1242,12586,,0,2006-03-07
670,1242,12587,,0,2006-03-07
671,1242,12589,,0,2006-02-13
672,1242,12591,,0,2005-09-19
673,424,12613,cash,95000000,2008-10-21
675,10119,12404,cash,649000000,2008-05-17
676,28,9532,cash,2900000000,2007-03-15
678,12623,595,cash,1300000000,2006-12-20
679,840,12625,cash,352000000,2008-07-16
680,1735,12626,,174000000,2008-10-07
681,350,1170,cash,0,2006-08-15
682,4568,12631,,0,2006-12-06
683,12641,12640,cash_and_stock,0,2008-01-01
684,5622,12662,cash,1430000,2008-10-22
685,2720,3383,cash_and_stock,78000000,2006-06-05
686,475,12664,cash_and_stock,10000000,2008-10-07
689,570,44881,cash,366000000,2006-03-16
690,7198,10356,cash_and_stock,154000000,2005-04-07
691,1242,12670,,0,2005-11-03
692,1242,12671,,0,2005-11-02
693,1242,12674,,0,2005-08-30
694,1242,12676,,0,2005-07-20
695,1242,6362,,0,2005-03-10
696,1242,12677,,0,2005-02-08
697,1242,12678,,0,2004-12-16
698,1242,12682,,0,2004-04-26
699,1242,12684,,0,2003-04-30
700,1242,12690,,0,2003-02-19
701,1242,12691,cash,96000000,2002-10-22
702,1242,12692,,337000000,2002-09-24
703,1242,12710,,0,2002-05-07
704,629,753,cash,96000000,2008-10-23
705,3161,3109,,0,2008-10-23
706,351,12053,,0,2006-11-06
707,351,12875,,0,2006-08-16
708,351,4109,,0,2005-11-03
709,351,12876,,0,2005-08-07
710,351,12883,,0,2005-08-04
711,351,12884,,0,2003-11-19
712,4460,12898,cash_and_stock,0,2008-04-01
713,2989,7521,cash,30000000,2008-11-01
714,351,10730,,0,2008-07-01
715,351,12956,,28200000,2001-05-19
716,351,9352,,0,2000-09-05
717,5473,13008,,0,2007-06-21
718,351,11313,stock,1100000000,1999-12-22
719,351,10771,stock,320000000,1999-06-01
720,351,13011,stock,80000000,1999-06-01
721,351,13012,stock,525000000,1999-05-01
722,351,5000,stock,4200000000,1998-11-28
723,351,13020,cash,407000000,1998-06-08
724,647,197,cash_and_stock,0,2008-11-01
725,317,13089,,0,2008-10-20
726,1735,13168,,72500000,2008-07-31
727,7440,1102,,0,2008-07-16
728,13171,13170,,0,2008-01-01
730,13217,13216,,0,2008-08-14
733,608,1923,,0,2008-11-06
734,3555,1818,,0,2008-11-06
735,3654,13275,,0,2008-11-04
736,590,13289,cash,944000000,2009-11-06
737,20,13291,cash,0,2005-01-01
738,13324,13323,cash,0,2008-08-01
741,4987,5031,cash_and_stock,0,2008-11-10
742,4987,13470,cash_and_stock,0,2008-11-10
743,4987,6996,cash_and_stock,0,2008-11-10
744,8990,13471,,0,2008-11-11
746,6757,13533,cash,0,2008-11-10
747,590,13534,cash,275000000,2008-11-10
748,567,13557,,0,2008-10-28
749,608,13591,cash,200000,2008-11-03
750,966,13654,,0,2008-11-01
751,4770,13688,,0,2008-10-31
752,283,3864,stock,3400000000,2005-12-03
753,1385,6382,cash,100000000,2008-05-15
754,5182,13781,cash,35000000,2008-10-23
755,475,13918,cash,836000,2008-09-09
756,3275,543,,0,2008-06-10
757,7182,7183,,0,2008-06-22
758,350,12368,,0,2004-07-22
759,12,13954,,0,2008-11-24
760,3246,13770,,0,2008-11-18
761,12623,13998,,0,2008-11-19
762,317,2279,,0,2008-08-25
763,971,14029,,0,2008-07-16
765,15305,14172,cash,0,2007-01-01
767,14293,14292,,0,2007-05-01
768,13202,14406,,0,2008-08-13
770,14533,14531,cash,0,2008-08-15
771,14533,14532,cash,220000,2008-06-20
772,59,63,stock,1650000000,2006-10-01
773,14433,14730,cash,0,2007-07-01
774,14745,3080,cash,3125000,2008-12-03
775,14758,14757,cash,0,2007-12-31
777,445,81,,0,2008-12-01
778,7037,14790,,0,
779,14861,14860,cash,0,2006-01-01
780,2964,14896,,0,2008-12-01
781,10346,14919,,0,2008-12-02
782,15022,7569,,0,2008-04-14
784,1654,15068,,0,2006-10-16
785,1654,15070,cash,30000000,2002-07-01
786,1654,14097,,0,2002-06-20
787,1654,15072,,0,2002-04-04
790,15148,15154,cash,255600000,2008-11-17
791,650,15155,,0,2008-06-09
793,5182,15175,cash,33000000,2006-09-07
794,15180,5783,,0,2008-12-11
795,12653,15310,,0,2008-12-10
796,15389,1004,,0,2008-12-15
797,13310,15411,,0,
798,15436,15435,cash_and_stock,0,2008-02-13
799,4175,15451,cash,5000000,2008-10-07
800,15461,15460,cash,70000,2008-11-26
802,447,3023,,0,2008-12-01
803,8757,15580,,0,2008-04-28
804,15604,15603,,0,2008-09-25
805,15627,15648,,0,2008-09-23
806,15651,15650,cash,0,1998-06-01
807,15652,15653,,0,2008-09-22
808,12815,15655,,0,2008-09-17
809,15702,15701,,2000000,2008-12-22
812,15752,15751,cash,0,2008-09-08
813,15754,15753,cash,0,2008-09-04
814,15755,12298,,0,2008-09-04
815,283,15756,cash,0,2007-09-30
816,15817,11820,,0,2008-12-22
817,573,15819,,0,2008-12-19
818,1863,4497,,0,2008-12-19
819,11048,15820,cash,0,2008-07-07
820,9226,15769,cash_and_stock,0,2006-11-01
821,2537,15854,,60000000,2006-09-14
822,15862,7640,,425000000,
823,6165,15872,,15000000,2006-11-11
824,15898,15910,,0,2008-04-01
826,15964,15963,,0,2007-11-01
827,6012,15997,,0,2003-11-24
828,2332,16037,cash,0,2008-09-02
829,16106,16105,cash,10000000,2008-08-27
830,16146,16152,,0,2008-01-22
831,16146,16153,,0,2008-08-21
833,16208,16257,,0,2007-03-02
834,16259,16260,,115000000,2007-05-29
835,16263,16262,cash_and_stock,0,2007-02-26
837,2680,16286,stock,495000000,2007-01-01
838,3408,16303,,0,2007-01-01
841,16487,16489,,134500000,2007-06-25
842,16507,16504,,0,2007-05-19
843,16507,16505,,0,2007-02-16
844,16507,16506,,0,2006-09-23
845,16554,16553,cash,0,2008-04-17
846,16557,2901,cash,0,2008-04-01
848,16591,3861,,417000000,2007-10-31
849,16603,16602,cash_and_stock,3200000,2007-10-29
850,16605,16604,,0,2007-10-24
851,16617,16616,,10000000,2007-10-23
852,479,3782,,0,2009-01-07
853,16630,16629,,0,2009-01-06
854,16638,16637,,0,2008-09-01
856,16675,16674,cash_and_stock,60000000,2007-05-03
857,16706,16705,,0,2006-06-01
858,16710,16711,cash,0,
859,16710,16712,cash,0,
861,14902,16726,cash,40000000,2008-02-22
862,16732,16731,,0,2007-12-01
863,16734,16733,cash_and_stock,54000000,2007-12-14
864,28,11216,cash,100000000,2007-11-01
865,323,16784,,0,2007-04-01
867,624,16889,cash,3100000,2008-03-26
868,16926,16925,cash,5000000,2007-04-01
870,6306,16994,,0,2009-01-14
871,2720,16996,,0,2009-01-14
872,1388,16997,,0,2009-01-14
873,15142,16998,,0,2009-01-13
874,16954,16955,,0,2009-01-14
876,17035,520,,0,2008-07-01
878,17103,17102,cash,0,2007-10-01
879,5826,17206,,0,2007-10-25
880,3246,17214,,300000000,2008-01-02
882,12011,17332,stock,90000000,2008-02-15
883,14098,17333,cash,0,2008-02-15
884,479,17335,cash,0,2008-02-20
885,1438,17385,,0,2007-06-27
