id,object_id,degree_type,subject
54475,p:211033,BS,Mathematics & Computer Science
54476,p:20776,,Computer Science
54477,p:211057,BS,Computer Science
54478,p:211059,MMath,"Computer Science, Information Retrieval"
54479,p:211059,BMath,"Computer Science, Cognitive Science"
54480,p:211060,MBA,
54481,p:211060,BSCEng,Engineering Physics
54482,p:211060,BA,Business German
54483,p:102025,,Economics
54484,p:211068,PhD,Wireless Communications
54485,p:211069,,
54486,p:211069,,
54487,p:106064,MBA,
54488,p:106064,BA,Computer Science
54489,p:211074,MBA,Certificate in Public Management and Social Innovation
54490,p:211074,JD,Law
54491,p:208424,MS,Music Business and Artist Management
54492,p:211074,BA,Political Science and Asian Studies
54493,p:4434,PhD,Robotics
54494,p:23938,HBA,"Business Administration and Management, General"
54495,p:211080,,faculty of engineering
54496,p:211081,,
54497,p:34476,MBA,Strategy
54498,p:34476,MBA,Marketing & Entrepreneurship
54499,p:34476,BA,Advertising
54500,p:206607,BE,"Computer Science, Electrical Computer Engineering and Economics"
54501,p:206607,M.S.E.,Systems Engineering
54502,p:211087,MD,Medicine
54503,p:139376,,Business Administration
54504,p:139376,,Business Administration
54505,p:110275,BS,Economics / Biology
54506,p:3611,BA,Computer Science
54507,p:3612,BA,"Computer Science, CS, AI, Congitive Science, Neurobiology, Congitive Psychology"
54508,p:211100,BA,Biology
54509,p:211100,MD,Otolaryngology
54510,p:211100,Fellowship,Facial Plastic Surgery
54511,p:211099,BENG,Electrical Engineering
54512,p:44079,BBA,Double degree; International Business Management. Business Marketing.
54513,p:211111,MD,
54514,p:44086,BS,"Finance, Economics, and Chinese"
54515,p:79282,MS,Economics
54516,p:79282,BS,Political Science // International Relations
54517,p:211115,,Biology
54518,p:211115,MD,Medicine
54519,p:211115,,
54520,p:74336,BS,Computer Science
54521,p:211123,MD,
54522,p:154167,BS,"Economics, Marketing"
54523,p:211127,MD,
54524,p:211129,BS,Advertising
54525,p:121095,,"Finance, Corporate Finance, International Finance, Derivative Markets, International Money and Banking"
54526,p:211139,BS,Business
54527,p:130947,BA,"English, Marketing"
54528,p:209149,BS,Legal Studies and Philosophy of Law
54529,p:209149,JD,Law
54530,p:152545,MS,Global Studies
54531,p:152545,MS,Global Studies
54532,p:152545,BA,"History, Isla Vista"
54533,p:152545,,"Year Exchange, European History, Economics"
54534,p:211159,,Plastic Surgery
54535,p:211161,BA,Interdisciplinary Computing and the Arts
54536,p:70210,MS,Sociology
54537,p:210751,MENG,Information Systems Engineering
54538,p:204726,BS,Finance
54539,p:211172,JD,
54540,p:210761,BS,Finance
54541,p:210993,BS,
54542,p:210993,,Law
54543,p:210996,Bachelor of Arts (B.A.),Accounting and Finance
54544,p:150841,MBA,
54545,p:150841,BS,Finance
54546,p:210995,MBA,
54547,p:210995,BA,Applied Mathematics
54548,p:210998,JD,
54549,p:210998,BA,Political Science and Government
54550,p:211001,MBA,
54551,p:211001,BA,"Political Science, Economics Minor"
54552,p:211002,MBA,Finance Concentration
54553,p:211002,BS,Double Major: Business & Art
54554,p:135914,MBA,
54555,p:135914,BA,
54556,p:48032,MBA,
54557,p:48032,BS,Engineering
54558,p:211207,BCOM,Commerce
54559,p:48287,MBA,Finance
54560,p:48287,BA,Economics
54561,p:48031,Degree,
54562,p:84426,MBA,
54563,p:84426,Bioengineer,Chemistry and Agricultural
54564,p:84428,PhD,molecular biology
54565,p:161601,BA,Economics
54566,p:161601,BA,Sociology
54567,p:211219,Visiting Scholar,Corporate Finance
54568,p:211219,PhD,"Business Administration and Management, Corporate Finance"
54569,p:211217,MS,"AI Robotics, Computer Science"
54570,p:211217,BS,Computer Engineering
54571,p:211220,MBA,Finance / Marketing
54572,p:211220,BA,Computer Applications
54573,p:211223,,
54574,p:211221,BA,Communications
54575,p:211225,BS,Finance-Economics Minor
54576,p:202884,,Real Estate Trading
54577,p:202884,Bachelor of Arts (B.A.),Political Science
54578,p:211222,BBA,Accounting
54579,p:90649,BS,Marketing
54580,p:90649,MBA,
54581,p:211227,,
54582,p:211227,,
54583,p:211227,,
54584,p:211227,,
54585,p:104286,MBA,Business
54586,p:104286,BA,Politics IR
54587,p:163357,BA,International Relations
54588,p:163357,Master of Public Policy,
54589,p:208684,MS,Electrical Engineering
54590,p:208684,BTECH,Electrical Engineering
54591,p:178596,BA,Communications
54592,p:201584,,
54593,p:135680,BA,International Relations
54594,p:30517,MPHIL,Modern Middle Eastern Studies
54595,p:30517,BA,English and History
54596,p:209677,,
54597,p:209677,,
54598,p:211235,Technology Entrepreneurship,
54599,p:211235,,
54600,p:211235,BCOM,Management Economics and Finance
54601,p:208578,MBA,Finance
54602,p:208578,Graduation,B.Com (Hons)
54603,p:208578,,ACCA program
54604,p:211232,BS,"Microbiology, Biochemistry & Genetics"
54605,p:211232,PhD,Environmental Microbiology
54606,p:208507,BA,Film Producing
54607,p:137460,,
54608,p:176055,,
54609,p:211236,BS,Business
54610,p:3512,,
54611,p:211253,BS,Actuarial Science
54612,p:211237,BS,business administration
54613,p:176056,BS,Business and Administration with Concentration in Marketing
54614,p:119374,,"BS, Marketing"
54615,p:95098,Economía,Economía
54616,p:95098,ade,Administración y Dirección de Empresas
54617,p:209089,,
54618,p:2486,BA,Economics
54619,p:95099,MS,Marketing
54620,p:95099,BS,E-3 (Law and Business Administration)
54621,p:188000,,Web Programming
54622,p:166500,"Comunicação, Publicidade & Propa",
54623,p:206231,MS,"Liberal Arts and Sciences, General Studies and Humanities"
54624,p:206231,Bachelor of Arts (B.A.),Film/Cinema/Video Studies
54625,p:206231,Associate of Arts and Sciences (,Screenwriting and Film Production
54626,p:30816,,
54627,p:166501,"Web Systems Especialist, Interne",
54628,p:166501,Post Graduate,Marketing
54629,p:166501,Post Graduate,"Business Manegement, Business Administration and Management, General"
54630,p:166501,Mechanical Engineer,Engineering
54631,p:208629,Associates in Applied Sciences,Film and Television Production
54632,p:171302,MS,Electrical Engineering & Management
54633,p:171302,BS,Physics
54634,p:211258,Information Systems and Computer,
54635,p:71942,BCOM,Entrepreneurial Management
54636,p:71942,Dipl. Bus,Finance
54637,p:211261,MBA,Business of Entertainment and Media
54638,p:211261,BA,Economics
54639,p:71943,BCOM,Business Degree
54640,p:71943,Marketing,Marketing
54641,p:164677,Degree,Finance
54642,p:199641,BS,Computer Engineering
54643,p:81488,BS,Computer Science
54644,p:211241,,
54645,p:78762,MBA,Business Administration
54646,p:78762,BS,Economics
54647,p:72013,B.Commerce,
54648,p:211266,BS,Business Finance
54649,p:211238,BS,Economics
54650,p:211239,MS,Public Affairs
54651,p:154764,"MS, PhD",
54652,p:101129,,Computer Science | Cyber Security
54653,p:101129,Associate of Arts (A.A.),General Studies
54654,p:123459,BA,"English Language and Literature, General"
54655,p:123459,Degree,English Literature
54656,p:211240,BS,Engineering Science
54657,p:123459,Degree,Accounting & Management
54658,p:121060,BS,Art & Business
54659,p:121060,,petroleum engineering
54660,p:211242,BE,Mechanical Engineering
54661,p:210392,BA,Finance
54662,p:211242,MBA,
54663,p:4545,,
54664,p:4545,,
54665,p:211275,BE/BCom,"Computer Systems Engineering, Operations Mgmt"
54666,p:211270,,
54667,p:211045,Associate of Science (A.S.,Criminalistics and Criminal Science
54668,p:211243,BS,Industrial Engineering
54669,p:69664,MBA,Business
54670,p:69664,MS,Finance
54671,p:210749,MENG,Electrical and Electronic Engineering with Management
54672,p:211282,,
54673,p:210752,MENG,Electrical and Electronic Engineering
54674,p:161609,PhD,Language and Information Technologies
54675,p:161609,MS,Computational Linguistics
54676,p:161609,BS,Computer Science
54677,p:211244,BS,Engineering
54678,p:210750,BS,Physics
54679,p:210750,MS,Sustainable Energy Futures
54680,p:211285,,
54681,p:161608,"World Arts and Cultures, Film, T",B.A.
54682,p:211245,BS,Finance
54683,p:211287,MBA,Industrial Management
54684,p:211287,BA,Economics
54685,p:211246,BS,Industrial Engineering
54686,p:211247,,Economics
54687,p:161111,BS,Physics
54688,p:161111,Mechanical Engineering,Bachelor of Science
54689,p:211248,MBA,
54690,p:211248,BS,"Business Administration and Management, General"
54691,p:173617,Degree,Computer Science
54692,p:173617,Degree,"Computer Science, Aviation Systems"
54693,p:211288,Master of Science (M.Sc.),Economics
54694,p:211288,Bachelor of Business Administrat,
54695,p:173617,Degree,Degree
54696,p:173617,Degree,Music
54697,p:22212,MBA,
54698,p:22212,BS,Industrial Engineering
54699,p:211249,BA,
54700,p:211249,JD,law
54701,p:211250,BS,
54702,p:211296,Degree,Degree
54703,p:211296,Degree,"Science, Computer"
54704,p:211296,Degree,"Computer Science, University Transfer Program"
54705,p:22213,MS,Business Administration
54706,p:22213,Industrial Engineering,Bachelor of Science
54707,p:211251,BS,civil and structural engineering
54708,p:211297,MBA,Marketing
54709,p:44877,BTECH,B. Tech
54710,p:44877,MBA,MBA
54711,p:53286,,economics
54712,p:17596,BA,Economics
54713,p:31391,BBA,MIS and StarCraft
54714,p:211309,MS,"Computer Applications, Computer Science"
54715,p:211309,BS,Physics
54716,p:98735,BA,Economics
54717,p:98735,MA,Hotel Management
54718,p:152393,BA,Computer Science
54719,p:152393,BS,Computer Science
54720,p:64677,BS,Engineering Physics
54721,p:4770,,Business courses
54722,p:62594,,
54723,p:12172,BBA,Accounting
54724,p:12172,Degree,Degree
54725,p:210965,BE,EECS
54726,p:210965,BA minor,Woodrow Wilson School of Public and Foreign Affaris
54727,p:210965,MBA,MBA
54728,p:105547,MBA,
54729,p:105547,BA,History
54730,p:1172,JD,Law
54731,p:1172,BA,BA
54732,p:211318,MS,"Fluid Mechanics, Applied Mathematics"
54733,p:12173,MS,Urban Planning and Policy
54734,p:12173,BA,Liberal Arts
54735,p:12173,Degree,Degree
54736,p:211323,Biology,MS
54737,p:211323,Biology,BS
54738,p:134600,MS,chemistry
54739,p:134600,PhD,bio-organic chemistry
54740,p:79701,,Computer Science
54741,p:2882,MBA,
54742,p:2882,BA,Geology
54743,p:79700,,Computer Science
54744,p:134601,BS,Environmental Microbiology
54745,p:211335,"Ph.D., Sc.D",Molecular Biology
54746,p:211335,BS,"Biology, Chemistry"
54747,p:211337,Graduation,School of Design
54748,p:211336,MS,Economics
54749,p:211336,MS,Business Administration
54750,p:211340,BS,Product Design
54751,p:515,BA,Chemistry
54752,p:515,JD,Law
54753,p:2883,MBA,"Business, Marketing"
54754,p:2883,BS,Mechanical Engineering
54755,p:211300,BTECH,
54756,p:211343,MBA,Marketing & Finance
54757,p:211343,BBA,Marketing
54758,p:211343,Schooling,
54759,p:211345,MBA,Management & Strategy
54760,p:211345,BS,Organizational Leadership
54761,p:211299,,
54762,p:211299,,
54763,p:211345,Degree,Public Relations Specialist
54764,p:28287,Ingeniero superior,computer science
54765,p:6617,MBA,
54766,p:6617,BA,
54767,p:64328,BA,Communications
54768,p:136748,,
54769,p:136748,,
54770,p:181,MBA,
54771,p:181,BA,economics and accounting
54772,p:84859,AAS,Telecommunications
54773,p:84859,AAS,Computer Science
54774,p:84859,,
54775,p:182,BA,Communications and Behavioral science
54776,p:113085,MS,Foreign Literature & Civilization
54777,p:211303,MBA,
54778,p:211303,BS,
54779,p:211304,BA,
54780,p:211304,MBA,
54781,p:211234,BA,History
54782,p:211234,MBA,Business
54783,p:211375,BS,"Electrical, Computer, and Biomedical Engineering"
54784,p:211376,MA,
54785,p:2180,MBA,
54786,p:2180,BA,
54787,p:211373,,
54788,p:112961,MBA,
54789,p:112961,BA,
54790,p:211374,BA,Accounting Concentration
54791,p:211374,,
54792,p:211388,MBA,
54793,p:211388,MENG,Operations Research & Industrial Engineering
54794,p:211388,BS,Operations Research & Industrial Engineering
54795,p:71273,BS,
54796,p:71273,MBA,
54797,p:71273,JD,Law
54798,p:211393,BA,
54799,p:211395,BS,Electrical and Computer Engineering
54800,p:8659,BS,Architecture
54801,p:211404,BTECH,Mechanical Engineering
54802,p:211403,MS,Transformative Leadership
54803,p:211403,BA,History
54804,p:151522,MBA,Entrepreneurship
54805,p:17597,MBA,General Management
54806,p:17597,BS,Economics
54807,p:211405,BA,
54808,p:211409,BA,"Economics, Management Information Systems"
54809,p:211413,MBA,"Finance, General"
54810,p:211413,BTECH,Computer Science
54811,p:211410,MBA,
54812,p:211410,BCOM,
54813,p:211411,MBA,Marketing
54814,p:209369,Mechanical Engineering,B.S
54815,p:211412,BA,Organizational & Technological Communication
54816,p:211422,JD,
54817,p:211422,BA,Government
54818,p:211408,MBA,Finance/Real Estate
54819,p:211408,BS,Business Administration
54820,p:197187,MBA,
54821,p:197187,BA,
54822,p:197187,BA,
54823,p:169120,,Computer Science
54824,p:169120,,Computer Science
54825,p:197188,,
54826,p:148545,Business Administration,
54827,p:197185,,
54828,p:197185,,
54829,p:3836,MBA,Marketing
54830,p:3836,BA,History
54831,p:85649,BA,Entrepreneurship and Technology Management
54832,p:51475,AB with Honors,Electrical and Computer Engineering
54833,p:181141,BS,"Science, Computer Engineering/ Computer Science"
54834,p:211429,BA,Philosophy (Honors) & French Literature
54835,p:174586,BS,Business
54836,p:126584,MBA,Marketing & Operations
54837,p:126584,BS,Electrical Engineering
54838,p:211431,MBA,
54839,p:211431,BS,Mathematics
54840,p:28312,BS,Marketing
54841,p:150369,bachelor of arts degree,
54842,p:150369,Yale Executive Leadership Certif,
54843,p:157153,bachelor of science degree,computer science
54844,p:128160,MBA,
54845,p:128160,BS,Mathematics and Quantitative Economics
54846,p:128161,MBA,
54847,p:128161,BA,Russian Studies
54848,p:12175,BBA,"Marketing, Finance"
54849,p:12176,Degree,Biochemistry
54850,p:12176,BA,Biology
54851,p:3309,Degree,Degree
54852,p:12671,Degree,Degree
54853,p:211467,BA,Communications & Economics
54854,p:211012,Graduated with specialization in,Communications Sciences
54855,p:173946,BS,Biology
54856,p:211046,BS,Management
54857,p:211484,Magister,International Business Administration and Financial Modelling
54858,p:211505,BBA,"Finance, Biochemistry"
54859,p:211508,MA,Classics
54860,p:211506,BS,"Cognitive Systems (Computer Science, Psychology, Philosophy, Linguistics)"
54861,p:16464,German Diploma,Business Administration and Engineering
54862,p:211511,IB,International Business
54863,p:211511,MM,Management
54864,p:211511,BS,"Life Science, Earth and Ocean Science"
54865,p:211188,MS,Commerce & Management
54866,p:211188,BA,"French language & literature, International Business"
54867,p:211190,,
54868,p:31746,,Administracion y Dirección de empresas
54869,p:211189,MS,Organizational change and development
54870,p:8258,BS,Accounting
54871,p:211194,MBA,
54872,p:211194,MS,Physical Geography
54873,p:211194,BS,Economic Geography
54874,p:211517,Degree,Accounting and Business Administration
54875,p:211193,,"Project Manager, Project Management, PM3@Siemens"
54876,p:211193,BA,Electronic Engineering Technology
54877,p:211518,JD,
54878,p:211518,BA,Public Policy Studies
54879,p:211520,Bachelors Degree,Accounting
54880,p:211198,,
54881,p:211198,,
54882,p:211197,Bachelor of Applied Science (BAS,
54883,p:211521,BS,Engineering
54884,p:211521,MBA,
54885,p:211202,Postgraduate,Business Administration
54886,p:211202,BS,Marketing
54887,p:211200,BA,Economics
54888,p:211523,BA,Communication Arts
54889,p:211524,BA,
54890,p:211199,Bachelor of Science (BS),"Electrical, Electronics and Communications Engineering"
54891,p:76,MBA,
54892,p:76,BA,Economics
54893,p:211201,PhD,"Network protocol, QoS, HPC"
54894,p:211192,MS,Legal Institution
54895,p:211525,BS,
54896,p:211195,BS,Automation
54897,p:211526,MBA,
54898,p:211526,MS,Computer Engineering
54899,p:211196,Bachelor of Science (BS),Computer science and technology
54900,p:211526,MS,Physics
54901,p:211191,BS,School of Electrical Engineering
54902,p:211528,MS,
54903,p:211203,Master Degree,Software Engineering
54904,p:211203,BS,Mechanical Engineering
54905,p:211532,Bachelors Degree,English Literature
54906,p:211533,MS,"Educational Leadership and Administration, General"
54907,p:211533,Bachelor of Applied Science (B.A,Exceptional Education
54908,p:211537,BA,Economics
54909,p:211538,MBA,
54910,p:37593,MBA,
54911,p:18523,MBA,
54912,p:18523,PhD,Engineering
54913,p:4057,,Mechanical Engineering
54914,p:116443,BS,"Economics, Finance"
54915,p:116443,MBA,Finance
54916,p:139731,BS,"Management, Entrepreneurship"
54917,p:211559,MBA,Finance
54918,p:211559,BS,Business
54919,p:211559,BA,Psychology
54920,p:211560,PhD,Biology
54921,p:211560,MS,Biochemistry
54922,p:48205,BA,Political Science
54923,p:48205,MBA,
54924,p:184190,OHC,Hearing Conservation
54925,p:211564,BA,Computer Science
54926,p:127140,MBA,
54927,p:127140,BA,
54928,p:211567,Degree,"English, Science, Economics"
54929,p:211573,Bachelor's of Commerce,Finance and Economics
54930,p:211575,BS,Mechanical Engineering
54931,p:204203,2012-2013,
54932,p:211583,,"Management, Human Resources"
54933,p:211589,MS,Business Administration
54934,p:211590,MS,Business Administration and Psychology
54935,p:211599,Bachelor of Fine Arts,Graphic Design
54936,p:19008,BA,Russian
54937,p:210602,MS,Diplom Volkswirt
54938,p:5268,BA,
54939,p:5268,MBA,
54940,p:211468,BS,Information Technology
54941,p:211604,MBA,
54942,p:211443,BS,Computer Science
54943,p:211445,BS,Public Relations; English Minor
54944,p:211445,MBA,
54945,p:155730,BBA,"Management Information Systems, Entrepreneurship"
54946,p:6125,BA,Journalism
54947,p:211606,BBA,"Finance, Investment & Banking; Risk Management & Insurance"
54948,p:211441,JD,Law
54949,p:211441,PhD,"Biochemistry, Merit Fellow"
54950,p:211441,BS,Chemistry
54951,p:211609,BBA/ MPA,Accounting and Finance
54952,p:211440,MBA,
54953,p:211440,JD,
54954,p:211440,,
54955,p:6104,Computer Science,
54956,p:211623,BE,Electrical Engineering
54957,p:211624,BS,CNS
54958,p:211627,Advertising,
54959,p:211625,BS,Electrical Engineering
54960,p:211626,BS,Electrical Engineering
54961,p:211442,MBA,
54962,p:211442,MA,Economics
54963,p:211442,MS,Electrical Engineering
54964,p:211444,BS,Math
54965,p:211632,MBA,
54966,p:211632,BA,
54967,p:112643,Bachelor of Science in Mechanica,
54968,p:112643,Masters of Business Leadership,
54969,p:52899,None,"EE, EME, CS"
54970,p:92659,MD,
54971,p:92659,MBA,
54972,p:92659,BA,
54973,p:211644,PhD,Political Economy & Government
54974,p:211644,BA,Economics & Political Science
54975,p:211645,MD,Medicine
54976,p:209476,MBA,"IT, Strategy"
54977,p:209476,BS,Math/CS
54978,p:211647,MS,Software Engineering
54979,p:211647,BS,Economics minor in Accounting
54980,p:211648,MD,Medicine
54981,p:135575,BA,English
54982,p:135576,MBA,Marketing & Operations
54983,p:76711,,Computer Engineering
54984,p:211649,JD,Law
54985,p:211649,BA,Urban Studies
54986,p:81531,,"Business Administration, General Management"
54987,p:135577,MS,Electrical and Computer Engineering
54988,p:135577,BTECH,Electrical Engineering
54989,p:16957,Diploma,Public Relations
54990,p:16957,BA,English Literature
54991,p:208624,BS,Marketing
54992,p:132683,Post Graduate,"Management Studies:, Finance, HR, MIS and Marketing, Distinction"
54993,p:211652,MS,
54994,p:211652,MS,
54995,p:47989,PhD,
54996,p:211654,MBA,"Finance, High Technology"
54997,p:211654,BS,Economics & Arts & History
54998,p:211662,MA,
54999,p:211662,BS,
55000,p:7317,BA,Advertising and Marketing Communications
55001,p:187884,BS,Chemical Engineering
55002,p:211663,MBA,Marketing
55003,p:211663,Degree,"Geography, Environmental Studies"
55004,p:187884,MBA,Finance
55005,p:211673,BA,Communications
55006,p:52366,BA,International Relations
55007,p:211611,BA,"Economics, Southeast Asian Studies"
55008,p:211677,,
55009,p:188624,MS,Management
55010,p:188624,BS,Computer Science & Economics
55011,p:211665,BA,
55012,p:211665,MBA,
55013,p:211666,MS,Business
55014,p:193465,,
55015,p:211681,BS,Business Administration
55016,p:211687,,
55017,p:4763,Degree,
55018,p:6933,BS,
55019,p:211688,MS,Engineering Management
55020,p:211688,MS,Electrical and Electronics Engineering
55021,p:211688,BS,Electrical and Electronics Engineering
55022,p:168307,BS,Business Managment
55023,p:211689,BS,Computer Engineering
55024,p:211689,MS,Computer Engineering
55025,p:211690,BS,Information Management and Technology
55026,p:187790,MBA,
55027,p:187790,BA,Computer Science
55028,p:211700,MS,Business and Administration
55029,p:62318,Degree,
55030,p:52887,BA,Spanish
55031,p:211691,Degree,Computer Science
55032,p:211692,BA,
55033,p:52890,BBA,Business Administration
55034,p:211701,MBA,
55035,p:211695,Degree,Computer Engineering
55036,p:211351,Philosophy,Politics and Economics
55037,p:208382,BFA,Visual Communications
55038,p:182165,,Computer Science
55039,p:182165,BA,Computer Science
55040,p:125973,Dipl.Eng.,Electronics & Computer Engineering
55041,p:182166,BS,Mathematics
55042,p:211697,BS,Web Design and Development
55043,p:203582,,
55044,p:48212,BS,"Business Administration, Entrepreneurship"
55045,p:211705,MS,Computer Science & Engineering
55046,p:125971,,Electrical Engineer & Computer Science
55047,p:211705,BS,Computer Science & Engineering
55048,p:211698,BA,
55049,p:157195,MBA,
55050,p:37393,BS,Comp Sci
55051,p:37393,AA,Liberal Studies
55052,p:75808,BA,Economics/Public Policy Studies
55053,p:125972,BS,computer science
55054,p:125972,,Energy Technology
55055,p:211708,JD,Law
55056,p:211708,Common Law,
55057,p:211708,,Economics and Finances
55058,p:36930,BA,History/Social Studies and Education
55059,p:1833,BA,Economics
55060,p:19633,MS,Broadcast Administration
55061,p:19633,BA,Communications
55062,p:210961,PhD,SAAS
55063,p:196668,,
55064,p:75807,MBA,Finance
55065,p:75807,BA,Economics
55066,p:166701,BS,Finance
55067,p:166701,BS,Economics
55068,p:210962,BS,The Faculty of Applied Mathematics and Computer Science
55069,p:147520,BA,Computer Science
55070,p:211711,MS,Computer Science
55071,p:211711,BS,Economics and Management
55072,p:211711,BS,System Analysis
55073,p:211710,,
55074,p:211710,,
55075,p:3256,BS,"Economics, Finance"
55076,p:70915,Degree,"Business, Psychology"
55077,p:175153,MBA,Finance
55078,p:175153,MS,Operations Research
55079,p:175153,BS,Operations Research
55080,p:209132,Graduação,Sistemas de Informação
55081,p:209132,,Ensino Médio
55082,p:209132,Técnico em Informática,TI
55083,p:211728,,MBA
55084,p:211728,,"BSc, Mechanical Engineering"
55085,p:210240,,
55086,p:211729,BE,Computer Science & Engineering
55087,p:211729,BS,"Economics, Finance"
55088,p:175984,BSEET,Electronics
55089,p:211420,,"BA, American History"
55090,p:516,BA,English
55091,p:211734,BE,Computer Engineering
55092,p:200582,BS,Quantitative Economics
55093,p:211735,"B.Sc, International program supp","Robotics, Cognitive Science"
55094,p:211735,High school diploma,Math-Physics
55095,p:8587,MBA,Music and Media Industries
55096,p:8587,BA,"Economics, Political Science"
55097,p:211737,BS,Mathematics & Physics
55098,p:211730,JD,Law
55099,p:211730,BA,Economics
55100,p:72825,BA,Photojournalism
55101,p:72826,Degree,Textile / Surface Design
55102,p:115774,,
55103,p:100690,BS,Technology Venture Creation
55104,p:211720,MBA,"Finance, Entrepreneurship"
55105,p:211720,BS,Engineering
55106,p:59830,Degree,Computer Science
55107,p:59830,Degree,Degree
55108,p:59830,Degree,Degree
55109,p:59831,Masters Degree,Computer Science
55110,p:195077,,Mathematics
55111,p:164066,BS,Business/Accounting
55112,p:206069,Business Administration,
55113,p:206069,in Industrial Engineering,MS
55114,p:52033,,
55115,p:28605,MA,
55116,p:28605,BA,
55117,p:28605,PhD,
55118,p:140846,Diploma,Marketing Management
55119,p:140846,Diploma,Project Management
55120,p:140846,BS,Electrical and Computer Engineering
55121,p:89498,BSJ,"Journalism, History"
55122,p:204758,MS,Computer Science
55123,p:204758,BS,Computer Science with Honors
55124,p:204758,BS,Computer Science with Honors
55125,p:696,,EMT
55126,p:696,BS,Physics
55127,p:113,,"Doctor of Literature, Honoris Causa"
55128,p:59832,PhD,Electrical and Computer Engineering
55129,p:59832,MSE,Electrical Engineering
55130,p:59832,BTECH,Electronics Engineering
55131,p:211739,,
55132,p:211739,,
55133,p:211741,BA,"Natural Sciences with concentrations in Biology, Psychology, & Neuroscience"
55134,p:211721,BS,Journalism
55135,p:211721,BA,English
55136,p:211747,BA,Art History & Economics
55137,p:211713,,"Certificate in Business Administration, Operations management"
55138,p:211713,,"PhD, Medicinal Organic Chemistry"
55139,p:211713,,"Bachelor of Science, Biochemistry-Nutrition"
55140,p:164068,MBA,Accounting and Finance
55141,p:164068,Bachelor Science,Applied Mathematics
55142,p:211722,BS,Computer Science
55143,p:211712,,"MSc., Biology"
55144,p:211712,,"H.BSc., Biology"
55145,p:211712,,"BSc., Biology"
55146,p:194188,BS,Telecommunications Engineering
55147,p:43494,Marketing,MBA
55148,p:43494,Economics and Political Science,BA
55149,p:92846,,Biomedical Technician
55150,p:92846,,
55151,p:21266,MBA,Marketing and Operations
55152,p:21266,BE,Electrical Engineering
55153,p:143349,emphasis in Marketing,MBA
55154,p:143349,Information Systems,Bachelor of Science
55155,p:143349,,
55156,p:211753,BS,Business
55157,p:211753,,Medical Management
55158,p:211754,BS,"Computer Science, Statistics"
55159,p:187892,,"Economics, English, Portuguese"
55160,p:143353,BS,Mechanical Engineering
55161,p:146267,,
55162,p:152612,BS,"Business, Computer Science emphasis"
55163,p:88922,BS,COMPUTER SCIENCE
55164,p:143352,Marketing,MBA
55165,p:211757,BS,Computer Science
55166,p:211757,MS,MBA
55167,p:211727,BA,Philosophy
55168,p:211758,Executive Masters,Technology Management
55169,p:143351,Degree,Computer Science
55170,p:211761,BTECH,Engineering
55171,p:211761,MS,Computer Science
55172,p:173949,,"BSME, Mechanical Engineering"
55173,p:173949,,Chemistry
55174,p:173949,,"Advanced Management College, Financial Management for Non-Financial Managers"
55175,p:173949,,"Executive education courses on management, marketing and finance"
55176,p:211760,,
55177,p:211760,BA,
55178,p:211760,,
55179,p:157557,BA,Accounting
55180,p:211775,Chartered Accountant,
55181,p:211775,MBA,
55182,p:157558,MBA,
55183,p:211724,BA,"English, Advertising"
55184,p:211782,BS,Computer Engineering
55185,p:40856,International Marketing & Manage,MIM
55186,p:40856,Marketing,MBA
55187,p:40856,Finance & Marketing,BBA
55188,p:157556,Electrical and Computer Engineer,B.S.
55189,p:200336,MBA,Business
55190,p:211783,MS,Electrical. Computers
55191,p:211783,BS,Electrical and Electronics Engineering
55192,p:142469,,
55193,p:142469,BS,Political Science and Government
55194,p:211788,MBA,Managing Technology and International business
55195,p:211788,AA,Business
55196,p:211788,BS,"Mathematics, CompSci., Business"
55197,p:211788,Degree,Economics-Mathematics
55198,p:211788,Degree,Degree
55199,p:211770,MBA,
55200,p:211794,Degree,Degree
55201,p:211791,MS,Directing
55202,p:211791,BA,History/International Affairs
55203,p:28604,MA,
55204,p:59359,AA,Economics
55205,p:28606,MS,
55206,p:28606,MS,Managment
55207,p:74075,BE,Electronics and Communications
55208,p:74075,High School,
55209,p:196666,Doctor of Medicine (MD),
55210,p:211461,BS,Computer Science
55211,p:9675,BS,Maths & Biology
55212,p:211471,MS,Marketing & Communication
55213,p:105280,BA,Afro-American Studies
55214,p:6076,BS,Computer Science
55215,p:211809,Bachelor of Art,Economics & Psychology
55216,p:211807,MS,Chemistry & Chemical Biology
55217,p:211807,BS,Chemistry
55218,p:48443,MA,
55219,p:26513,MS,Chemical & Biomedical Engineering
55220,p:63773,BS,Software Engineering
55221,p:5983,BA,Economics
55222,p:49261,MD,Medicine
55223,p:49261,BA,Chemistry
55224,p:171906,Diploma,Web Designer
55225,p:162110,BS,English & Economics
55226,p:195145,MD,Medicine
55227,p:195145,BS,Computer Science
55228,p:162112,Pos-graduacao,
55229,p:162112,Pcs-graduacao,
55230,p:47732,AA,
55231,p:58108,BS,"Computer Science, Mathematics"
55232,p:211636,BA,Accounting
55233,p:3168,BS,Business Administration
55234,p:211824,BS,Mathematics and Computer Science
55235,p:3170,Bachelor of Arts (B.A.),"Business Administration, Accounting"
55236,p:211825,MBA,
55237,p:211825,BS,Accounting
55238,p:211823,BS,
55239,p:211823,MBA,
55240,p:55266,MS,Entertainment Technology
55241,p:55266,BS,Computer Science
