id,object_id,degree_type,subject
1,p:6117,MBA,
2,p:6136,BA,"English, French"
3,p:6136,MS,Mass Communication
4,p:6005,MS,Internet Technology
5,p:5832,BCS,"Computer Science, Psychology"
6,p:1017,BS,Computer Science
7,p:6176,BS,Computer Science
8,p:5412,MS,Politics
9,p:1243,BA,International Business & Marketing
10,p:6265,BS,Economics
11,p:6328,Foundation,Computing and Internet Technology
12,p:6329,MA,Physics & Philosophy
13,p:2351,LLB,Law
14,p:2351,BA,Economics
15,p:5471,MS,Media & Knowledge Engineering
16,p:2005,PhD,Finance
17,p:6453,MBA,
18,p:6453,BA,"History, Political Science"
19,p:5991,BFA,"Computer Science, Photography"
20,p:1017,MBA,"Entrepreneurship, Finance"
21,p:6497,BS,Engineering and Applied Science
22,p:6497,MS,Computer Science
23,p:174,BA,Political Science
24,p:3791,BA,Social Studies
25,p:6496,BS,Computer Science & Engineering
26,p:6496,MS,Computer Science Software Engineering
27,p:6536,BA,Computer Science
28,p:6559,BA,"Communications, Publishing, Social Anthropology"
29,p:6579,BE,EE
30,p:6591,MBA With Honors,Entrepreneurial Management
31,p:5507,MBA,Business Administration
32,p:179,BS,Engineering
33,p:2574,PhD,Electrical Engineering
34,p:6611,BS,psychology
35,p:6614,BS,Psychology
36,p:6614,BS,criminal jusitce
37,p:3595,BS,Computer Science & Business
38,p:6263,BS,Administration in Management/Marketing
39,p:5553,BA,Film and Television
40,p:219,BS,Computer Science
41,p:6659,BS,Linguistics
42,p:6660,BS,Civil Engineering
43,p:6660,MBA,
44,p:6678,BS,Computer Engineering
45,p:6700,BA,"Anthropology, English"
46,p:5058,BS,Boston College
47,p:2216,,Management Science
48,p:2216,BS,Computer Science
49,p:6729,BA (Hons) First Class,Media and Communication
50,p:5918,BS,Organizational Leadership & Information Technology
51,p:5920,BS,Mathematics
52,p:5920,PhD,Computer Science
53,p:6135,BS,Physics
54,p:2371,BE,Electrical Engineering and Computer Science
55,p:2371,BA,Psychology
56,p:2279,BA,ISF
57,p:2834,BS,
58,p:2834,MBA,
59,p:5547,BS,Political Science
60,p:5547,MS,
61,p:1434,BS,Computer Science
62,p:3915,BA,Computer Science
63,p:6202,BA,Physics
64,p:6202,MS,Electrical Engineering
65,p:5001,MBA,
66,p:6135,MBA,
67,p:2209,BS,English: Professional Writing
68,p:3024,BS,Software Engineering
69,p:6860,BA,Economics
70,p:6860,MBA,
71,p:6893,BS,Business Administration
72,p:6934,BS,English Lit
73,p:3026,BS,Mathematics
74,p:3027,PhD,Theoretical Physics
75,p:3457,BS,Industrial Engineering & Engineering Management
76,p:3457,MBA,Business
77,p:1238,BA,History / Political Science
78,p:6944,BA,"History, French, Political Science"
79,p:2223,BS,Computer Science + Business Management
80,p:3502,BA,Computer Science
81,p:5927,BA,Computer Science
82,p:5927,MS,Computer Science
83,p:4304,BA,Computer Science
84,p:3770,BA,"math, physics"
85,p:7042,MBA,
86,p:7042,BA,International Business and Political Science
87,p:7061,BA,environmental policy and communications
88,p:7063,MBA,
89,p:7063,BA,Business Administration
90,p:7080,MS,MBA
91,p:7080,MS,Aerospace Engineering
92,p:7080,BA,EE
93,p:6060,BA,"International Relations, Business & Economics"
94,p:3496,BS,Psychology
95,p:2293,BASC,Electrical Engineering
96,p:6700,AA,CUNY
97,p:6591,PhD,Physics
98,p:1457,BS,Information & Computer Science
99,p:1455,BA,Entrepreneurship
100,p:938,BS,Computer Science
101,p:1697,BA,Political Science
102,p:1697,MBA,Business
103,p:1697,JD,Law
104,p:3358,BS,Computer Science
105,p:917,BS,
106,p:3498,BS,Computer Science
107,p:7174,BS,Accounting
108,p:7183,BS,Computer Engineering
109,p:7183,MBA,
110,p:7184,BA,Business
111,p:7189,BS,computer engineering
112,p:7189,MS,computer engineering
113,p:7185,BS,Chemical Engineering
114,p:7185,MBA,"Marketing, Entrepreneur Studie"
115,p:4660,BS,Electrical Engineering
116,p:7186,BS,"Electrical Engineering, Computer Science"
117,p:7186,MBA,
118,p:7195,BA,Communications
119,p:7195,JD,
120,p:7198,BS,Kinesiology
121,p:7208,MS,Physics
122,p:7209,BS,Computer Science
123,p:443,MBA,Business
124,p:443,BA,Sales and Marketing
125,p:443,BS,Electrical Engineering
126,p:7248,MBA,Finance and Management
127,p:7248,MIAGE,
128,p:729,BA,
129,p:729,MBA,
130,p:7235,Sc. B.,Engineering
131,p:7235,MBA,
132,p:7236,BA,
133,p:7236,MBA,
134,p:2755,MBA,
135,p:7252,BA,Business Administration
136,p:7253,BA,International Business
137,p:2757,BS,
138,p:2757,MBA,
139,p:7260,MBA,
140,p:7259,BA,Liberal Arts
141,p:7263,BS,Systems Engineering
142,p:7263,MS,
143,p:7264,BS,Engineering
144,p:7264,MBA,
145,p:7265,BS,
146,p:7266,MBA,
147,p:7267,MS,Electrical Engineering
148,p:726,BS,Economics
149,p:2531,BA,Communications
150,p:2531,BA,Political Science
151,p:3730,BA,
152,p:3730,JD,
153,p:3731,BA,Biology
154,p:3731,MA,Neuroscience
155,p:3731,MD,
156,p:3731,PhD,Cell and Developmental Biology
157,p:5606,BA,Psychology
158,p:5606,MD,
159,p:7302,BS,Electrical Engineering
160,p:7303,MA,Computer Science
161,p:7304,BA,Industrial Management Engineering
162,p:7305,BS,Computer Science
163,p:7306,LLB,LAW
164,p:7312,BA,
165,p:7312,MBA,
166,p:6842,BS,"Computer Science, Electrical Engineering"
167,p:102,MBA,
168,p:102,S.B,
169,p:7376,BS,"Computers, Electrical Engineering"
170,p:7377,MA,Bio Medical Engineering
171,p:7377,BS,Electrical Engineering
172,p:7368,BS,Electrical Engineering
173,p:7378,BA,Economics
174,p:7378,MBA,
175,p:7379,BS,Industrial Management Engineering
176,p:7380,BS,Indusrial Engineering
177,p:7381,BS,Computer Engineering
178,p:7381,MBA,
179,p:7382,BS,Electrical Engineering
180,p:7382,MS,Electrical Engineering
181,p:7382,DS,Electrical Engineering
182,p:7383,BA,Economics
183,p:7383,MS,Finance
184,p:7384,BA,Economics
185,p:7188,MS,
186,p:7187,MBA,Management
187,p:7392,BS,Computer Science
188,p:7392,BS,Economics
189,p:7405,BS,Electrical Engineering
190,p:7405,Certification,Flash and ActionScript
191,p:7405,Certification,Dynamic Content Generation (AJAX)
192,p:7405,Certification,JAVA
193,p:7409,BS,Real Estate & Urban Economics
194,p:7428,BA,
195,p:7426,BA,Journalism and Advertising
196,p:7429,BA,
197,p:7429,MBA,
198,p:7430,BS,Psychology
199,p:7396,BA,English
200,p:7396,MBA,
201,p:7443,BS,Business Administration in Finance
202,p:7443,MBA,Finance
203,p:7424,BA,Economics
204,p:7424,MBA,Finance and International Business
205,p:7444,MBA,
206,p:7454,BE,Electronics and Telecommunication
207,p:6349,BS,Business Administration
208,p:6349,MBA,Finance
209,p:438,BS,Psychology
210,p:438,BS,Computer Science
211,p:6350,BA,East Asian Studies and Government
212,p:6350,JD,
213,p:6350,MA,International Affairs
214,p:6351,BA,Thai
215,p:6351,MBA,
216,p:6353,MS,
217,p:633,BA,
218,p:633,MBA,
219,p:6354,BS,
220,p:6354,JD,
221,p:448,BA,
222,p:7516,BA,Economics
223,p:7425,BA,
224,p:7425,MBA,
225,p:7519,MS,Manufacturing Engineering
226,p:7519,BS,Mechanical Engineering
227,p:7520,MS,Electrical Engineering
228,p:7520,BS,Aerospace Engineering
229,p:5345,BA,Philosophy
230,p:6950,,
231,p:5730,BA,Middle Eastern Studies
232,p:5730,Masters of Arts,Security Studies
233,p:6970,PhD,Applied Statistics
234,p:4855,BE,Mechanical and Aerospace Engineering
235,p:4855,MBA,"Finance, Entrepreneurship"
236,p:2442,BA,BA
237,p:6880,BA,Business/Marketing
238,p:6880,MSBA,Business/Marketing
239,p:7589,batchelor (ing),computer science
240,p:432,BA,Philosophy
241,p:432,MPHIL,Philosophy
242,p:6712,BA,Economics & Government
243,p:6712,MBA,Entrepreneurship
244,p:7600,BS,Industrial Engineering
245,p:7600,MBA,
246,p:7601,BA,
247,p:7601,MBA,
248,p:7602,BS,Electrical Engineering
249,p:7602,MS,Electrical Engineering
250,p:7602,MBA,
251,p:7553,BA,"Economics, Political Science"
252,p:7553,MBA,
253,p:7603,BS,
254,p:7603,MBA,
255,p:7603,JD,
256,p:7604,BS,Systems Engineering
257,p:7604,MBA,
258,p:5902,BA,Management Information Systems
259,p:7554,BBA,"Finance, Economics, Organizational Psychology"
260,p:7554,MBA,"Finance, Accounting, Strategy"
261,p:6849,BS,Computer Science
262,p:7651,BA,Public Policy and Computer Science
263,p:2714,BS,Computer Science w/ Distinction
264,p:2714,MS,Computer Science
265,p:6028,BS,
266,p:6028,MBA,
267,p:2715,BS,Computer Science
268,p:2715,MS,Computer Science
269,p:640,MS,Computer Science
270,p:2716,BS,Computer Science
271,p:7261,PhD,"Computer Science, Computation and Design"
272,p:7724,BS,Aeronautical Engineering
273,p:7724,MBA,
274,p:7739,BS,Mathematics and Philosophy
275,p:7738,BS,Mathematical Economics
276,p:7737,BA,Economics
277,p:7736,BA,Economics & Accounting
278,p:7727,BS,Accounting
279,p:7727,JD,
280,p:7729,BA,Biology and Psychology
281,p:7726,BA,
282,p:7726,MBA,
283,p:7730,BA,Political Science and Finance
284,p:7731,S.B.,Electrical Engineering & Computer Science and Management Science
285,p:7732,BA,
286,p:7732,MBA,
287,p:7423,BS,Electrical Engineering
288,p:7423,MS,Electrical Engineering
289,p:7733,BS,"Matthematics, Computer Science"
290,p:7734,BS,Computer Science
291,p:7725,BA,Economics
292,p:7725,MBA,Finance & Accounting
293,p:7735,BS,"Electrical Engineering, Economics"
294,p:7740,BBA,Finance & Accounting
295,p:3274,MS,Computer Science and Entrepreneurship
296,p:3274,MS,Industrial Engineering and Operations Research
297,p:3274,Certificate of Management of Tec,
298,p:4174,BA,American Studies
299,p:4174,MBA,
300,p:4175,BS,Mechanical Engineering
301,p:4175,MS,Mechanical Engineering
302,p:4176,PhD,Electrical Engineering
303,p:4178,BA,Biology
304,p:4178,MS,Computer Science
305,p:7804,BA,
306,p:7804,MA,Art
307,p:7804,PhD,Art
308,p:7805,BS,Engineering
309,p:7805,MS,Engineering
310,p:7806,BS,Accounting
311,p:7808,BS,
312,p:7808,MBA,
313,p:743,BS,Mathematical Sciences Engineering
314,p:888,MS,Computer Science
315,p:1709,BA,Political Science
316,p:1709,JD,
317,p:566,"BA, BS",
318,p:566,MA,
319,p:169,BS,Computer Science
320,p:2976,MBA,Business
321,p:2976,M.Eng & BS,Computer Science
322,p:518,BA,
323,p:518,MBA,
324,p:6348,M.Math,Computer Science
325,p:6348,BS,Computer Science
326,p:662,BA,Sociology & British Government and Politics
327,p:6394,BS,Management Science & Engineering
328,p:706,BS,Physics
329,p:2248,BA,Political Science
330,p:2248,JD,Law
331,p:7914,MS,Computer Science
332,p:7918,MS,Applied Information Technology
333,p:7924,Dipl.-Kfm.,Business Administration
334,p:7935,Engineer,Automated Systems
335,p:7938,B.S. Business Admin.,Finance
336,p:7938,BA,Political Science
337,p:2360,MS,Computer Science
338,p:6323,BS,Biochemistry
339,p:6323,PhD,Biochemistry
340,p:1631,BS,Electrical Engineering
341,p:1631,Masters and Ph.D.,Computer Science
342,p:7966,MBA,Finance
343,p:7752,BA,Business Management
344,p:7752,LLB,Law
345,p:7752,LLM,Commercial Law
346,p:7809,BS,Computer Science
347,p:8011,PhD,Public Policy
348,p:8011,MA,Philosophy (ethics)
349,p:8011,BA,Philosophy and English Literature
350,p:8059,Bachelors (First Class honours),Computer Science
351,p:1268,BA,Communication Studies
352,p:7182,BA,Communications
353,p:2294,Electrical Engineering,B.A.Sc
354,p:8101,BS,Operations Management
355,p:7433,BS,Computer Science
356,p:8136,BS,Engineering Sciences
357,p:1530,MBA,
358,p:1530,BS,Industrial Engineering
359,p:8156,MS,"MBA, e-Commerce"
360,p:449,BS,Physics
361,p:8204,MBA,
362,p:8232,MBA,
363,p:8247,BA,Biology
364,p:8247,MA,Sociology
365,p:8247,PhD,Clinical Psychology
366,p:8255,BS,
367,p:8255,MBA,
368,p:8276,BS,
369,p:8256,BTECH,Computer Engineering
370,p:8256,MA,Journalism
371,p:8290,BS,Computer Science
372,p:8290,MS,Computer Science
373,p:2550,BS,Industrial Engineering
374,p:8291,BS,Accounting
375,p:8318,BA,Economics
376,p:6179,BS,Computer Engineering
377,p:8406,BA,
378,p:8446,BA,
379,p:8446,MBA,
380,p:8452,BBA,
381,p:699,BA,Computer Science
382,p:8466,BS,Computer Engineering
383,p:8470,MS,"Criminology, International Politics"
384,p:8470,MS,Corporate Finance and Financial Accountancy
385,p:1112,BA,
386,p:1112,MA,
387,p:1112,M. Div.,
388,p:8139,BS,Economics & Computer Science
389,p:8492,BA Honours Degree,International Business
390,p:8503,MS,Mathematics
391,p:1442,BA,Business
392,p:3971,BA,Business
393,p:2175,PhD,Finance
394,p:8539,PhD,Cell Biology
395,p:8539,BA,Chemistry
396,p:8208,MS,Computer Science
397,p:8208,PhD,Media Arts & Sciences
398,p:7410,MS,Computer Science & Engineering
399,p:8564,BA,Social and Political Organization
400,p:8564,"MA, Ph.D.",Psychology
401,p:8224,BS,Economics & Finance
402,p:8586,BA,Computer Science
403,p:8588,BA,English Literature
404,p:8589,MBA,
405,p:8593,BS,Computer Science and Electrical Engineering
406,p:8593,MS,Computer Science and Electrical Engineering
407,p:8608,BA,Communications
408,p:8609,BA,BA
409,p:8609,MBA,MBA
410,p:8610,BS,Marketing
411,p:5810,BA,
412,p:1336,BENG,Computer System Engineering
413,p:1336,Masters Of Research,Computer Science and Artificial Intelligence
414,p:8611,BA,Philosophy
415,p:5331,BBA,Finance
416,p:5672,BS,Chemical Engineering
417,p:8633,Single Honours,Genetics
418,p:8073,BA,Modern Languages
419,p:4060,MS,
420,p:787,BA,English & Psychology
421,p:787,MPA,Telecom & New Media Policy
422,p:8669,BA,Management
423,p:1633,MS,
424,p:1634,MBA,
425,p:1634,BA,
426,p:1637,BA,computer systems engineering
427,p:1637,MS,economics and philosophy
428,p:1637,PhD,Department of Industrial Engineering and Engineering Management
429,p:1638,PhD,computer science
430,p:1639,BA,Economics
431,p:1639,MBA,
432,p:2918,MBA,
433,p:2918,BENG,Electronics Engineering
434,p:1750,MA,History
435,p:8682,BA,Mathematics
436,p:5751,BS,Business Administration
437,p:8647,BS,Wireless Engineering
438,p:8837,MS.M,Business Management
439,p:5154,MBA,MBA
440,p:5154,BA,Economics
441,p:3262,BA,Physics
442,p:3262,Bio-Medical Engineering,Masters
443,p:3790,BE,Electrical Engineering
444,p:3790,MBA,
445,p:3261,BA,History
446,p:8893,MBA,
447,p:8893,BS,Electrical Engineering
448,p:8894,BA,
449,p:8894,MA,
450,p:8895,BA,
451,p:8895,MBA/MA,Economics
452,p:8896,MBA,
453,p:8902,BA,
454,p:8902,MBA,
455,p:8907,BA/MA,Anthropology
456,p:8907,MBA,
457,p:8908,BA,
458,p:8908,MBA,
459,p:8909,MBA,
460,p:8909,MS,Mechanical Engineering
461,p:8910,BA,History
462,p:8910,JD/MBA,
463,p:8911,BS,Business Administration
464,p:5552,BS,Computer Science
465,p:178,BS,
466,p:178,MBA,
467,p:5550,JD,
468,p:2461,LLB,Law
469,p:8974,MA,International Finance and Business
470,p:8974,BA,Economics
471,p:8973,BS,Physics
472,p:8989,B. Commerce,MBA
473,p:8848,"European Economics, European Law",BSc (Econ)
474,p:9000,BS,Business Administration
475,p:9020,BA,Journalism - Advertising
476,p:6242,MS,Computer Science
477,p:6242,BS,Computer Systems Engineering
478,p:9050,BA,Archaeology & Social Anthropology
479,p:9051,BA,Computer Animation
480,p:767,BS,Electrical Engineering
481,p:767,MS,Electrical Engineering
482,p:769,BS,Electrical Engineering
483,p:769,MS,Electrical Engineering
484,p:766,BS,Business
485,p:4010,CEMS Master,International Management
486,p:4010,MBA,Management / Strategy
487,p:5146,BCOM,Marketing/ eCommerce
488,p:212,MA,
489,p:212,BA,
490,p:5145,BA,"College Scholar, Government"
491,p:203,BS,Electrical and Computer Engineering
492,p:298,BS,Computer Science
493,p:298,MS,Applied Mathematics
494,p:9229,BS,"International Relations, German"
495,p:904,BA,Economics
496,p:904,JD,Law
497,p:2726,BA,Political Science
498,p:9259,MBA,
499,p:9259,MS,Telecommunications
500,p:9260,MBA,
501,p:9260,BS,Chemical Engineering
502,p:9262,BS,Economics
503,p:9262,MBA,
504,p:8424,MS,Financial Engineering
505,p:9265,MA,
506,p:9265,MBA,
507,p:9268,BA,Philosophy
508,p:9268,MS,Design and Technology
509,p:1072,MBA,Global Corporate Development
510,p:1072,BA,Political Economy of Industrial Societies
511,p:1073,MBA,
512,p:9270,BA,Japanese
513,p:9270,BS,Computer Science
514,p:9272,BS,Computer Science and Electronics
515,p:9272,PhD,Computer Science
516,p:9273,BBA,Business Administration
517,p:9273,MBA,Business Administration
518,p:9274,MBA,Finance
519,p:9274,BA,History
520,p:9275,BS,Bilingual Education
521,p:6061,BA,"Political Science, Business"
522,p:9296,BS,Electrical Engineering and Computer Science
523,p:9296,MS,Biomedical Engineering
524,p:9298,BS,Information Systems Engineering
525,p:9298,MS,Information Networking
526,p:7971,BS,Biomedical Engineering
527,p:9329,MBA,Business
528,p:9330,BA,Economics
529,p:9330,BS,Business Management
530,p:9330,MBA,Finance and marketing
531,p:9339,BS,Mathematics
532,p:9359,MS,Computer Science
533,p:8298,BA,
534,p:9014,BA,Urban Studies
535,p:9014,MBA,
536,p:9014,MPA,International Affairs
537,p:9391,BA,
538,p:9391,MA,
539,p:9397,Undergrad,"Finance, Entrepreneurship"
540,p:9411,PhD,Computer Sciences
541,p:6759,BA,English
542,p:6759,MA,English Literature
543,p:6760,Undergrad,Electrical Engineering
544,p:9452,BA,"Political Science, Urban and Regional Government"
545,p:9452,MED,College Student Services Administration
546,p:828,BA,Political Science
547,p:828,Management Development for Entre,
548,p:360,Degree,
549,p:9491,MS,Education
550,p:9507,Industrial Design,
551,p:9508,BA,Sociology
552,p:213,MBA,
553,p:213,BA,
554,p:704,BS,
555,p:704,MBA,
556,p:9514,BS,
557,p:9514,MBA,
558,p:9527,MBA,"Entrepreneurship, Finance"
559,p:9527,BS,Electronic Engineering
560,p:9539,Undergraduate degree,"Accounting, Finance, business law"
561,p:9539,Post-graduate diploma,"Financial reporting, audit & assurance, taxation, strategic business management, ethics"
562,p:7083,BA,History
563,p:1526,BA,History
564,p:9565,B. Sc. in Computer Science and E,CSE
565,p:9565,Higher School Certificate,Science
566,p:9565,Secondary School Certificate,Science
567,p:9566,MS,Photography
568,p:9566,BFA,Photography
569,p:8272,MS,Computer Science
570,p:8360,First class honours degree,Graphic Design
571,p:9588,BS,Computer Science and Mathematics
572,p:9506,BS,Journalism
573,p:9634,BS,Computer Info Systems
574,p:9634,BS,Geography
575,p:9634,MS,Geographical Information Systems (GIS)
576,p:9634,PhD,Geography
577,p:9650,BBA,Entrepreneurship
578,p:9654,BS,TV & Radio
579,p:9656,Degree,Political Science
580,p:9656,Degree,Computer Science
581,p:9657,BS,"Physics, Math"
582,p:9657,MBA,Finance and Strategy
583,p:9679,BA,English Literature
584,p:9698,BS,Computer Sciences
585,p:9702,BA,Economics
586,p:9702,MBA,Marketing and management
587,p:9722,BS,RTVF
588,p:9724,BA,
589,p:9727,BA,Telecommunications
590,p:5466,MBA,
591,p:5466,BA,Literature
592,p:5466,MA,Literature
593,p:8467,BS,Psychology
594,p:9729,BS,Computer Science Engineering
595,p:1536,BS,Electrical Engineering
596,p:1537,Electrical Engineering,
597,p:5911,Business Administration,
598,p:9745,BS,Computer Science
599,p:9745,MS,Computer Science
600,p:9739,BS,Mathematics
601,p:9740,BA,Marketing
602,p:9741,BA,Computer Science
603,p:9741,BA,Computing Graphics
604,p:9742,BS,Computer Science Engineering
605,p:9744,BA,
606,p:9758,MSE,Electrical and Computer Engineering
607,p:9758,BS,Electrical and Computer Science
608,p:9759,BS,Computer Science
609,p:9759,MS,Computer Science
610,p:9759,MS,Computer Science
611,p:9759,PhD,Computer Science
612,p:4767,BA,Classics
613,p:4768,BA,
614,p:4768,MS,
615,p:4768,PhD,
616,p:4769,BS,
617,p:4769,MBA,
618,p:9760,BA,Economics
619,p:9760,MA,Economics
620,p:9760,MBA,
621,p:9761,BS,
622,p:567,BA/MA,
623,p:2929,BA,"Philosophy, Cognitive Science & Artificial Intelligence"
624,p:2929,CSS,Computer Science and Life Sciences
625,p:9768,BCOM,Business Administration and Marketing
626,p:9768,Bachelor of Commerce (Honors) Gr,Business Economics
627,p:9769,MBA,
628,p:9769,BA/BSc,Linguistics and Pure Mathematics
629,p:9778,BS,Computer Science
630,p:5147,BA,"Government, Economics"
631,p:9785,BS,Biology
632,p:9785,Minor,Society and Genetics
633,p:9788,BS,electrical engineering
634,p:9794,MBA,
635,p:9794,BS,computer science
636,p:9793,MBA,
637,p:9793,BS,"Math, Computer Science"
638,p:9802,BS,"Economics, Accounting"
639,p:9803,MBA,
640,p:9803,BS,"Math, Computer Science"
641,p:9804,BS,Business
642,p:1205,MBA,
643,p:1205,BA,
644,p:1206,BA,American Studies
645,p:1206,MBA,
646,p:4006,BS,Engineering
647,p:9825,BS,Computer Science
648,p:9826,BS,Computer Science
649,p:9827,BS,Cognitive Science
650,p:9255,BS,Information Systems/Communication Design
651,p:9255,MS,Information Systems Management
652,p:9874,BS,
653,p:9875,BA,Psychology
654,p:9875,JD,
655,p:9876,BA,
656,p:9876,MBA,
657,p:9877,BS,Electrical Engineering
658,p:9877,BS,
659,p:9878,MS,Electrical Engineering
660,p:9878,ScB,Electrical Engineering
661,p:9879,MBA,
662,p:9879,BA,
663,p:9881,BS,Marketing
664,p:9881,MS,Information Systems
665,p:9882,BA,Political Philosophy
666,p:9883,SB,Aeronautics and Astronautics
667,p:9883,MS,Aerospace Engineering
668,p:9883,JD,
669,p:8915,BS,Electrical Engineering
670,p:8914,BA,Political Economics
671,p:8916,BS,Computer Science
672,p:9887,BA,Organizational Behavior and Psychology
673,p:9887,MBA,
674,p:5128,MBA,
675,p:9898,MS,Management ofIinformation Systems
676,p:9908,Degree,
677,p:3423,MS,Nuclear Engineering
678,p:3423,BS,Engineering
679,p:9970,Bachelors of Mathematics,Mathematics
680,p:9970,Master of Mathematics,Computer Science
681,p:9970,Doctor of Philosophy,Computer Science
682,p:968,BA,
683,p:9762,BA,Anthropology
684,p:5477,BBA,"Marketing, Economics"
685,p:2136,BS,Mechanical Engineering
686,p:2136,MBA,Business
687,p:2136,MSE,Robotics
688,p:5912,BA,Classical Civilizations
689,p:9786,Bachelor of Electrical Engineeri,Electrical Engineering
690,p:10011,BS,Computer Science
691,p:5079,BA,Government
692,p:10032,"BS, MS",Electrical Engineering
693,p:10033,BA,Computer Science
694,p:10033,BA/BSc,Molecular and Cell Biology
695,p:10047,BS,Education
696,p:3552,BS,Industrial Engineering
697,p:10069,BS,Business
698,p:6479,BS,Computer Science
699,p:2,BS,Electrical Engineering/Computer Science
700,p:2,BS,Applied Mathematics
701,p:10146,BA,Computer Science
702,p:10160,BS,
703,p:10160,MS,Public Policy
704,p:10160,JD,
705,p:10176,BS,Marketing
706,p:3,BBA,
707,p:3,MBA,
708,p:8784,BA,
709,p:8784,MS,Internet Systems Development
710,p:1389,BS,Business Administration
711,p:646,BA,Economics & Music
712,p:6673,BA,"English, Math/Computer Science"
713,p:6673,MS,Fine Arts
714,p:6673,MBA,Business Administration
715,p:148,BS,Computer Science
716,p:2711,BS,"Actuarial Science, Economics, and Statistics"
717,p:2711,MBA,MBA
718,p:6297,BS,Symbolic Systems
719,p:6297,MS,Computer Science
720,p:2605,BS,Industrial Management Engineering
721,p:2605,MS,Operations Research
722,p:2605,PhD,Operations Research
723,p:10322,BS,Economics
724,p:1661,MBA,Business
725,p:8207,BA,
726,p:135,BS,Entrepreneurial Management and Marketing
727,p:7927,MS,Automated Systems Engineering
728,p:10347,BA,Business Management
729,p:10347,MS,Law
730,p:10208,BA,Psychology/English
731,p:10208,MBA,
732,p:8652,BA,Political Science: International and Comparative Politics
733,p:6178,BS,Engineering
734,p:6178,MS,Engineering Management
735,p:6641,BS,Electrical Engineering
736,p:6641,MBA,Business
737,p:2473,BA,
738,p:10419,BS,Information Technology
739,p:10425,BS,
740,p:10450,BS,Civil Engineering
741,p:10519,BA,
742,p:10519,MBA,
743,p:10520,BA,Economics
744,p:10520,MS,Engineering Economic Systems & Operations Research
745,p:10521,BA,Economics
746,p:10521,MBA,Accounting and Finance
747,p:10389,BE,Computer Engineering
748,p:10389,BA,Economics
749,p:7250,BS,Economics
750,p:9537,BS,Electrical Engineering and Computer Science
751,p:9537,MBA,
752,p:6440,BS,Finance Business
753,p:10559,JD,Law Magna Cum Laude
754,p:10559,BA,Political Science Magna Cum Laude
755,p:10559,MA,American Government & Public Policy
756,p:5656,BS,Radio-Television-Film
757,p:6448,BS,Engineering
758,p:6448,JD,
759,p:6451,BA,Sociology & Anthropology
760,p:6451,MBA,
761,p:6451,MD,
762,p:10668,BA,
763,p:10668,BA,
764,p:9992,MBA,"Entrepreneurship, Marketing & Management"
765,p:9992,BA,Economics
766,p:10676,MBA,Marketing
767,p:10676,BA,Communications - School of Journalism
768,p:7164,BS,Computer Science
769,p:10794,BA,"Romance Languages (French), International Relations, Philosophy"
770,p:10812,BA,Psychology
771,p:10815,BS,Microbiology and Immunology
772,p:207,BA,Computer Science
773,p:4760,BS,Computer Science
774,p:10129,BBA,
775,p:10835,BS,Computer Science
776,p:10836,BA,"Studio Art, Art History"
777,p:10836,,Cuisine and Patisserie
778,p:10837,BA,
779,p:10712,BS,Computer Science
780,p:10711,BA,Computing and Information Systems
781,p:10857,,
782,p:6444,BS,Electrical Engineering and Computer Science
783,p:6444,MENG,Electrical Engineering and Computer Science
784,p:6444,Ph.D. Candidate,Electrical Engineering and Computer Science
785,p:6404,B.S./B.A.,Computer Science and Economics
786,p:8012,BS,Computer Science
787,p:8012,BA,
788,p:10904,BS,Physics
789,p:3267,,
790,p:3267,,
791,p:2606,MBA,"Finance, Marketing & Entrepreneurship"
792,p:2606,BA,"East Asian Languages (Japanese), high honors"
793,p:1914,BS,Computer Engineering
794,p:1914,MBA,Technology Management
795,p:2524,BS,Interactive Digital Media / Economics
796,p:10987,BS,Computer Engineering
797,p:10987,MS,Christian History
798,p:10988,BA,English and American Literature & Language
799,p:9524,MBA,Leadership
800,p:10687,BA,Computer Science
801,p:10688,BS,Computer Systems Engineering
802,p:10688,MS,Management Science and Engineering
803,p:10689,BS,
804,p:10689,MBA,
805,p:11048,BS,"Computer Science, Mathematics, Physics"
806,p:11048,MS,Computer Science
807,p:8642,MS,Systems Engineering
808,p:8642,BS,Computer Science
809,p:9821,BS,Mathematics and Comparative Literature
810,p:9821,MS,Computer Science
811,p:9821,PhD,Computer Science
812,p:9822,PhD,Computer Science
813,p:9822,BS,Mathematics
814,p:5221,MA,History
815,p:5221,MBA,
816,p:5617,BS,Management Science & Accounting
817,p:5209,BA,French Economics and Literature
818,p:11095,BS,Computer Science
819,p:11147,BBS,Tele-Communications and Film
820,p:11148,BA,Law and Society
821,p:11148,MBA,Finance and International Business
822,p:11148,JD,JD
823,p:11149,BS,EE
824,p:11149,MS,EE
825,p:11149,MBA,
826,p:11175,BS,
827,p:11180,AS,Interactive Media
828,p:11095,BS,Computer Science
829,p:1661,BA,Finance
830,p:9317,BA,
831,p:11248,MBA,
832,p:11248,BA,Economics
833,p:11250,MS,Computer Science
834,p:11251,B.S.Eng.,Digital Media Design (Computer Science)
835,p:11251,BS,Finance
836,p:9764,BA,Mathematics / Computer Science
837,p:11265,MBA,MBA
838,p:11044,BE,Aerospace Engineering
839,p:11044,MBA,Business
840,p:1560,BA,Computer Science
841,p:508,BS,Computer Engineering
842,p:11363,BS,
843,p:11372,BA,Economics
844,p:11372,MS,Applied Economics
